Cruise,Station,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Operator's Cruise Name,CTDPRS [dbar],Cast Identifier,Sampling Device,Bottle Number,BODC Bottle Number,DEPTH [m],CTDTMP [deg C],CTDSAL [pss-78]
GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,3549.3,15_02_ROS,CTD,5,638798,3500,2.519,34.905998
GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,4059.1,15_02_ROS,CTD,4,638795,3998,1.834,34.834
GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,4061.1,15_01_UCC,UCCTD,4,638723,4000,1.754,34.827
GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,4572,15_01_UCC,UCCTD,3,638720,4498,1.014,34.745998
GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,4574,15_02_ROS,CTD,3,638792,4500,1.032,34.747002
GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,5088.1,15_02_ROS,CTD,2,638789,5000,0.801,34.716999
GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,5089.1,15_01_UCC,UCCTD,2,638717,5001,0.799,34.716999
GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,5707.5,15_02_ROS,CTD,1,638786,5601,0.676,34.694
GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,5713.7,15_01_UCC,UCCTD,1,638714,5607,0.676,34.695
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,10.1,16_01_ROS,CTD,24,638927,10,28.884,36.296001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,10.1,16_02_UCC,UCCTD,24,638999,10,28.88,36.282001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,25.1,16_01_ROS,CTD,23,638924,25,28.782,36.362
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,25.1,16_02_UCC,UCCTD,23,638996,25,28.852,36.323002
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,49.3,16_02_UCC,UCCTD,22,638993,49,28.66,36.453999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,50.3,16_03_ROS,CTD,20,639059,50,28.624,36.446999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,50.3,16_03_ROS,CTD,21,639062,50,28.633,36.446999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,50.3,16_01_ROS,CTD,22,638921,50,28.668,36.443001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,73.4,16_02_UCC,UCCTD,21,638990,73,27.799,36.723
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,74.4,16_01_ROS,CTD,21,638918,74,26.835,36.777
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,100.6,16_03_ROS,CTD,16,639047,100,22.366,36.441002
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,100.6,16_03_ROS,CTD,19,639056,100,22.433,36.456001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,100.6,16_03_ROS,CTD,15,639044,100,22.335,36.438999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,101.6,16_03_ROS,CTD,17,639050,101,22.366,36.443001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,101.6,16_03_ROS,CTD,18,639053,101,22.41,36.450001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,109.6,16_01_ROS,CTD,20,638915,109,21.734,36.346001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,110.6,16_02_UCC,UCCTD,20,638987,110,20.997,36.265999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,149.9,16_01_ROS,CTD,19,638912,149,15.556,35.613998
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,149.9,16_02_UCC,UCCTD,19,638984,149,16.228,35.723
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,200.2,16_02_UCC,UCCTD,18,638981,199,11.36,35.089001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,201.2,16_01_ROS,CTD,18,638909,200,11.363,35.076
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,251.5,16_02_UCC,UCCTD,17,638978,250,10.213,34.942001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,251.5,16_01_ROS,CTD,17,638906,250,10.254,34.943001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,301.9,16_01_ROS,CTD,16,638903,300,9.49,34.852001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,301.9,16_02_UCC,UCCTD,16,638975,300,9.408,34.848
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,377.4,16_02_UCC,UCCTD,15,638972,375,8.421,34.754002
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,378.4,16_01_ROS,CTD,15,638900,376,8.445,34.751999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,401.6,16_03_ROS,CTD,5,639014,399,7.988,34.706001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,10,639029,400,7.994,34.706001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,8,639023,400,7.993,34.706001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,14,639041,400,7.994,34.706001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,4,639011,400,7.987,34.705002
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,11,639032,400,7.993,34.706001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,3,639008,400,7.988,34.706001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,6,639017,400,7.99,34.706001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,9,639026,400,7.994,34.706001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,403.6,16_03_ROS,CTD,13,639038,401,7.992,34.706001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,403.6,16_03_ROS,CTD,12,639035,401,7.993,34.706001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,403.6,16_03_ROS,CTD,7,639020,401,7.99,34.706001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,502.4,16_01_ROS,CTD,14,638897,499,6.711,34.584
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,504.4,16_02_UCC,UCCTD,14,638969,501,6.588,34.575001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,754.5,16_01_ROS,CTD,13,638894,749,5.045,34.48
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,755.6,16_02_UCC,UCCTD,13,638966,750,4.997,34.48
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,1007,16_01_ROS,CTD,12,638891,999,4.181,34.553001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,1008,16_02_UCC,UCCTD,12,638963,1000,4.167,34.563999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,1257.7,16_01_ROS,CTD,11,638888,1247,4.351,34.82
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,1260.8,16_02_UCC,UCCTD,11,638960,1250,4.346,34.837002
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,1512.8,16_01_ROS,CTD,10,638885,1499,4.208,34.945
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,1513.8,16_02_UCC,UCCTD,10,638957,1500,4.206,34.946999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,1767.2,16_02_UCC,UCCTD,9,638954,1750,3.924,34.972
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,1768.2,16_01_ROS,CTD,9,638882,1751,3.921,34.970001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,2019.9,16_02_UCC,UCCTD,8,638951,1999,3.425,34.952999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,2020.9,16_01_ROS,CTD,8,638879,2000,3.472,34.955002
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,2529.1,16_01_ROS,CTD,7,638876,2500,2.887,34.919998
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,2529.1,16_02_UCC,UCCTD,7,638948,2500,2.878,34.921001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,3036.4,16_02_UCC,UCCTD,6,638945,2998,2.679,34.917999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,3038.5,16_01_ROS,CTD,6,638873,3000,2.68,34.915001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,3549,16_01_ROS,CTD,5,638870,3500,2.535,34.91
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,3550.1,16_02_UCC,UCCTD,5,638942,3501,2.525,34.910999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,3552.1,16_03_ROS,CTD,1,639002,3503,2.53,34.909
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,3553.1,16_03_ROS,CTD,2,639005,3504,2.53,34.909
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,4058.7,16_01_ROS,CTD,4,638867,3998,1.847,34.837002
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,4060.8,16_02_UCC,UCCTD,4,638939,4000,1.829,34.837002
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,4572.6,16_01_ROS,CTD,3,638864,4499,0.942,34.737999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,4574.7,16_02_UCC,UCCTD,3,638936,4501,0.952,34.740002
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,5086.7,16_02_UCC,UCCTD,2,638933,4999,0.804,34.716999
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,5086.7,16_01_ROS,CTD,2,638861,4999,0.797,34.715
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,5622.4,16_01_ROS,CTD,1,638858,5519,0.721,34.700001
GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,5635.9,16_02_UCC,UCCTD,1,638930,5532,0.724,34.699001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,10.1,17_04_UCC,UCCTD,24,639278,10,29.003,35.692001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,10.1,17_02_ROS,CTD,24,639206,10,28.778,35.709999
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,10.1,17_01_UCC,UCCTD,24,639134,10,28.775,35.695999
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,17.1,17_01_UCC,UCCTD,23,639131,17,28.751,35.730999
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,25.1,17_04_UCC,UCCTD,23,639275,25,28.733,35.782001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,26.1,17_02_ROS,CTD,23,639203,26,28.63,35.846001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,59.3,17_01_UCC,UCCTD,22,639128,59,25.478,36.344002
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,65.4,17_02_ROS,CTD,22,639200,65,21.077,35.945999
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,65.4,17_04_UCC,UCCTD,21,639269,65,21.488,36.02
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,65.4,17_04_UCC,UCCTD,22,639272,65,22.001,36.047001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,75.4,17_01_UCC,UCCTD,21,639125,75,19.207,35.943001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,75.4,17_02_ROS,CTD,21,639197,75,19.575,35.998001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,97.6,17_04_UCC,UCCTD,20,639266,97,15.138,35.554001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,99.6,17_02_ROS,CTD,20,639194,99,14.857,35.519001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,100.6,17_01_UCC,UCCTD,20,639122,100,14.621,35.493999
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,149.9,17_02_ROS,CTD,19,639191,149,13.463,35.334
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,150.9,17_01_UCC,UCCTD,19,639119,150,13.39,35.327
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,150.9,17_04_UCC,UCCTD,19,639263,150,13.365,35.323002
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,200.2,17_04_UCC,UCCTD,18,639260,199,12.668,35.241001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,201.2,17_01_UCC,UCCTD,18,639116,200,12.637,35.234001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,202.2,17_02_ROS,CTD,18,639188,201,12.809,35.252998
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,250.5,17_01_UCC,UCCTD,17,639113,249,12.138,35.168999
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,251.5,17_02_ROS,CTD,17,639185,250,12.17,35.167
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,300.9,17_02_ROS,CTD,16,639182,299,11.701,35.108002
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,301.9,17_01_UCC,UCCTD,16,639110,300,11.55,35.097
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,376.4,17_01_UCC,UCCTD,15,639107,374,10.089,34.931
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,376.4,17_04_UCC,UCCTD,17,639257,374,10.054,34.926998
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,377.4,17_04_UCC,UCCTD,16,639254,375,10.052,34.926998
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,377.4,17_02_ROS,CTD,15,639179,375,10.376,34.956001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,502.4,17_01_UCC,UCCTD,14,639104,499,7.76,34.682999
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,503.4,17_02_ROS,CTD,14,639176,500,7.98,34.694
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,504.4,17_04_UCC,UCCTD,15,639251,501,7.607,34.665001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,754.5,17_02_ROS,CTD,13,639173,749,4.931,34.476002
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,755.5,17_01_UCC,UCCTD,13,639101,750,4.894,34.478001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,755.5,17_04_UCC,UCCTD,14,639248,750,4.79,34.483002
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,1008,17_02_ROS,CTD,12,639170,1000,4.375,34.616001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,1008,17_04_UCC,UCCTD,13,639245,1000,4.36,34.639999
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,1008,17_01_UCC,UCCTD,12,639098,1000,4.378,34.617001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,1258.7,17_02_ROS,CTD,11,639167,1248,4.492,34.859001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,1261.7,17_01_UCC,UCCTD,11,639095,1251,4.489,34.866001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,1513.8,17_02_ROS,CTD,10,639164,1500,4.193,34.973
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,1513.8,17_04_UCC,UCCTD,12,639242,1500,4.092,34.980999
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,1514.8,17_01_UCC,UCCTD,10,639092,1501,4.196,34.978001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,1767.1,17_02_ROS,CTD,9,639161,1750,3.849,34.974998
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,1767.1,17_01_UCC,UCCTD,9,639089,1750,3.861,34.977001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,2020.8,17_02_ROS,CTD,8,639158,2000,3.673,34.970001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,2020.8,17_04_UCC,UCCTD,11,639239,2000,3.642,34.971001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,2021.8,17_01_UCC,UCCTD,8,639086,2001,3.678,34.972
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,2529,17_02_ROS,CTD,7,639155,2500,2.931,34.924999
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,2530,17_04_UCC,UCCTD,10,639236,2501,2.964,34.928001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,2531,17_01_UCC,UCCTD,7,639083,2502,2.966,34.929001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,3037.3,17_02_ROS,CTD,6,639152,2999,2.634,34.91
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,3037.3,17_04_UCC,UCCTD,8,639230,2999,2.66,34.914001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,3038.4,17_04_UCC,UCCTD,9,639233,3000,2.659,34.914001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,3038.4,17_01_UCC,UCCTD,6,639080,3000,2.664,34.916
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,3547.9,17_04_UCC,UCCTD,7,639227,3499,2.484,34.908001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,3548.9,17_02_ROS,CTD,5,639149,3500,2.473,34.907001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,3548.9,17_01_UCC,UCCTD,5,639077,3500,2.49,34.909
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4060.6,17_04_UCC,UCCTD,6,639224,4000,2.033,34.862
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4060.6,17_01_UCC,UCCTD,4,639074,4000,1.944,34.852001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4061.6,17_02_ROS,CTD,4,639146,4001,1.928,34.848999
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4572.4,17_02_ROS,CTD,3,639143,4499,0.966,34.738998
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4573.5,17_04_UCC,UCCTD,5,639221,4500,0.967,34.740002
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4574.5,17_01_UCC,UCCTD,3,639071,4501,0.975,34.741001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4914.6,17_02_ROS,CTD,2,639140,4832,0.776,34.714001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4921.8,17_04_UCC,UCCTD,3,639215,4839,0.774,34.714001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4921.8,17_04_UCC,UCCTD,4,639218,4839,0.774,34.714001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4922.9,17_01_UCC,UCCTD,2,639068,4840,0.774,34.714001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4964,17_02_ROS,CTD,1,639137,4880,0.774,34.713001
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4974.3,17_04_UCC,UCCTD,1,639209,4890,0.756,34.712002
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4974.3,17_04_UCC,UCCTD,2,639212,4890,0.756,34.712002
GA02,17,2011-03-25T21:54:55.000,331.0831,-2.65115,4908,JC057,4975.3,17_01_UCC,UCCTD,1,639065,4891,0.776,34.714001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,9,18_02_ROS,CTD,24,639422,9,28.609,35.691002
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,9,18_01_UCC,UCCTD,24,639350,9,28.526,35.706001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,22.1,18_01_UCC,UCCTD,23,639347,22,28.454,35.793999
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,24.1,18_02_ROS,CTD,23,639419,24,28.44,35.786999
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,60.3,18_01_UCC,UCCTD,22,639344,60,25.825,36.505001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,61.3,18_02_ROS,CTD,22,639416,61,25.824,36.5
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,71.4,18_01_UCC,UCCTD,21,639341,71,25.707,36.521
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,74.4,18_02_ROS,CTD,21,639413,74,25.713,36.52
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,100.6,18_02_ROS,CTD,20,639410,100,17.602,35.903999
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,101.6,18_01_UCC,UCCTD,20,639338,101,17.2,35.855
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,150.9,18_02_ROS,CTD,19,639407,150,14.031,35.384998
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,150.9,18_01_UCC,UCCTD,19,639335,150,14.101,35.402
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,200.2,18_02_ROS,CTD,18,639404,199,13.06,35.265999
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,201.2,18_01_UCC,UCCTD,18,639332,200,13.188,35.289001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,245.5,18_01_UCC,UCCTD,17,639329,244,12.155,35.172001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,246.5,18_02_ROS,CTD,17,639401,245,12.162,35.167
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,301.9,18_02_ROS,CTD,16,639398,300,10.713,34.981998
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,301.9,18_01_UCC,UCCTD,16,639326,300,9.311,34.830002
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,402.6,18_01_UCC,UCCTD,15,639323,400,8.058,34.714001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,402.6,18_02_ROS,CTD,15,639395,400,8.086,34.714001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,502.4,18_01_UCC,UCCTD,14,639320,499,7.01,34.615002
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,502.4,18_02_ROS,CTD,14,639392,499,6.997,34.609001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,755.5,18_02_ROS,CTD,13,639389,750,5.254,34.504002
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,755.5,18_01_UCC,UCCTD,13,639317,750,5.245,34.505001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,1005.9,18_01_UCC,UCCTD,12,639314,998,4.51,34.613998
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,1008,18_02_ROS,CTD,12,639386,1000,4.49,34.599998
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,1260.7,18_02_ROS,CTD,11,639383,1250,4.59,34.862
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,1262.7,18_01_UCC,UCCTD,11,639311,1252,4.565,34.868999
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,1513.8,18_01_UCC,UCCTD,10,639308,1500,4.284,34.985001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,1513.8,18_02_ROS,CTD,10,639380,1500,4.268,34.984001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,1766.1,18_02_ROS,CTD,9,639377,1749,3.938,34.978001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,1767.1,18_01_UCC,UCCTD,9,639305,1750,3.935,34.98
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,2020.8,18_02_ROS,CTD,8,639374,2000,3.525,34.964001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,2020.8,18_01_UCC,UCCTD,8,639302,2000,3.454,34.962002
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,2526.9,18_01_UCC,UCCTD,7,639299,2498,2.945,34.938
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,2529,18_02_ROS,CTD,7,639371,2500,3.018,34.941002
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,2782.5,18_01_UCC,UCCTD,6,639296,2749,2.758,34.924999
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,2783.5,18_02_ROS,CTD,6,639368,2750,2.814,34.926998
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,3032.2,18_01_UCC,UCCTD,5,639293,2994,2.655,34.918999
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,3038.3,18_02_ROS,CTD,5,639365,3000,2.674,34.917999
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,3292.4,18_02_ROS,CTD,4,639362,3249,2.55,34.908001
GA02,18,2011-03-27T11:28:00.000,327.12189,-0.18715,4354,JC057,3292.4,18_01_UCC,UCCTD,4,639290,3249,2.545,34.91
