Cruise,Station,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Operator's Cruise Name,CTDPRS [dbar],Cast Identifier,Sampling Device,Bottle Number,BODC Bottle Number,DEPTH [m],CTDTMP [deg C],CTDSAL [pss-78]
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,10.1,01_01_UCC,UCCTD,24,637508,10,10.191,33.971001
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,10.1,01_02_ROS,CTD,24,637580,10,9.995,33.984001
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,24.2,01_02_ROS,CTD,23,637577,24,9.517,33.995998
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,25.2,01_01_UCC,UCCTD,23,637505,25,9.714,33.991001
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,49.4,01_02_ROS,CTD,22,637574,49,8.3,33.988998
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,51.4,01_01_UCC,UCCTD,22,637502,51,9.029,34
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,74.7,01_01_UCC,UCCTD,21,637499,74,6.109,34.006001
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,75.7,01_02_ROS,CTD,21,637571,75,5.582,34.009998
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,99.9,01_02_ROS,CTD,20,637568,99,4.387,34.043999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,100.9,01_01_UCC,UCCTD,20,637496,100,4.713,34.028
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,152.4,01_01_UCC,UCCTD,19,637493,151,3.827,34.080002
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,152.4,01_02_ROS,CTD,19,637565,151,3.736,34.075001
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,201.8,01_01_UCC,UCCTD,18,637490,200,3.304,34.055
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,201.8,01_02_ROS,CTD,18,637562,200,3.377,34.074001
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,252.3,01_01_UCC,UCCTD,17,637487,250,2.976,34.069
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,252.3,01_02_ROS,CTD,17,637559,250,3.13,34.075001
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,302.8,01_01_UCC,UCCTD,16,637484,300,2.797,34.094002
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,402.8,01_02_ROS,CTD,15,637553,399,2.845,34.154999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,402.8,01_02_ROS,CTD,16,637556,399,2.859,34.157001
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,403.8,01_01_UCC,UCCTD,15,637481,400,2.802,34.167999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,503.9,01_02_ROS,CTD,14,637550,499,2.814,34.238998
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,504.9,01_01_UCC,UCCTD,14,637478,500,2.386,34.207001
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,605,01_01_UCC,UCCTD,13,637475,599,2.69,34.323002
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,606,01_02_ROS,CTD,13,637547,600,2.717,34.291
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,708.2,01_01_UCC,UCCTD,12,637472,701,2.725,34.386002
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,709.3,01_02_ROS,CTD,12,637544,702,2.719,34.368
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,808.5,01_01_UCC,UCCTD,11,637469,800,2.642,34.444
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,808.5,01_02_ROS,CTD,11,637541,800,2.672,34.438999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,909.7,01_02_ROS,CTD,10,637538,900,2.597,34.480999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,911.8,01_01_UCC,UCCTD,10,637466,902,2.551,34.497002
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,997.9,01_01_UCC,UCCTD,9,637463,987,2.477,34.528
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1010,01_02_ROS,CTD,9,637535,999,2.482,34.525002
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1262.6,01_02_ROS,CTD,8,637532,1248,2.286,34.618
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1262.6,01_01_UCC,UCCTD,8,637460,1248,2.293,34.615002
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1515.4,01_01_UCC,UCCTD,7,637457,1497,2.129,34.668999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1520.5,01_02_ROS,CTD,7,637529,1502,2.147,34.667
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1771.5,01_01_UCC,UCCTD,6,637454,1749,1.986,34.695999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1773.6,01_02_ROS,CTD,6,637526,1751,1.983,34.698002
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1898.7,01_01_UCC,UCCTD,5,637451,1874,1.913,34.703999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1899.7,01_02_ROS,CTD,5,637523,1875,1.904,34.707001
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2024.9,01_02_ROS,CTD,4,637520,1998,1.78,34.714001
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2028,01_01_UCC,UCCTD,4,637448,2001,1.82,34.712002
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2147.2,01_02_ROS,CTD,3,637517,2118,1.639,34.716999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2152.3,01_01_UCC,UCCTD,3,637445,2123,1.673,34.715
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2274.6,01_02_ROS,CTD,2,637514,2243,1.381,34.717999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2279.7,01_01_UCC,UCCTD,2,637442,2248,1.341,34.717999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2331.7,01_02_ROS,CTD,1,637511,2299,1.273,34.717999
GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2344.9,01_01_UCC,UCCTD,1,637439,2312,1.266,34.715
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,9.1,02_04_UCC,UCCTD,24,637796,9,10.776,34.034
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,10.1,02_01_UCC,UCCTD,24,637652,10,10.123,33.970001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,11.1,02_02_ROS,CTD,24,637724,11,11.272,34.07
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,24.2,02_04_UCC,UCCTD,23,637793,24,9.712,33.969002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,25.2,02_01_UCC,UCCTD,23,637649,25,9.715,33.969002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,25.2,02_02_ROS,CTD,23,637721,25,9.836,33.967999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,45.4,02_01_UCC,UCCTD,22,637646,45,7.856,33.963001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,48.4,02_05_ROS,CTD,24,637868,48,8.252,33.967999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,49.4,02_05_ROS,CTD,22,637862,49,8.255,33.965
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,50.4,02_05_ROS,CTD,23,637865,50,8.28,33.963001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,50.4,02_05_ROS,CTD,21,637859,50,8.212,33.966999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,50.4,02_05_ROS,CTD,20,637856,50,8.145,33.966999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,51.4,02_04_UCC,UCCTD,22,637790,51,8.25,33.974998
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,51.4,02_02_ROS,CTD,22,637718,51,7.839,33.973
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,51.4,02_04_UCC,UCCTD,21,637787,51,8.475,33.973
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,75.7,02_01_UCC,UCCTD,21,637643,75,6.087,33.98
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,75.7,02_02_ROS,CTD,21,637715,75,6.119,33.981998
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,98.9,02_01_UCC,UCCTD,20,637640,98,4.929,33.992001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,99.9,02_02_ROS,CTD,20,637712,99,5.058,33.988998
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,100.9,02_04_UCC,UCCTD,20,637784,100,4.706,33.992001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,101.9,02_05_ROS,CTD,15,637841,101,4.706,33.988998
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,101.9,02_05_ROS,CTD,16,637844,101,4.709,33.991001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,102.9,02_05_ROS,CTD,19,637853,102,4.695,33.991001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,103.9,02_05_ROS,CTD,18,637850,103,4.695,33.991001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,104.9,02_05_ROS,CTD,17,637847,104,4.681,33.991001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,150.3,02_04_UCC,UCCTD,19,637781,149,3.867,34.070999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,151.3,02_02_ROS,CTD,19,637709,150,3.867,34.047001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,151.3,02_01_UCC,UCCTD,19,637637,150,3.878,34.037998
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,200.8,02_01_UCC,UCCTD,18,637634,199,3.508,34.058998
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,201.8,02_04_UCC,UCCTD,18,637778,200,3.276,34.049999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,203.8,02_02_ROS,CTD,18,637706,202,3.501,34.057999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,250.3,02_01_UCC,UCCTD,17,637631,248,3.295,34.062
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,252.3,02_02_ROS,CTD,17,637703,250,3.135,34.048
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,300.8,02_01_UCC,UCCTD,16,637628,298,2.993,34.053001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,304.8,02_02_ROS,CTD,16,637700,302,2.874,34.049
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,305.8,02_04_UCC,UCCTD,17,637775,303,2.808,34.063999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,403.8,02_01_UCC,UCCTD,15,637625,400,2.895,34.113998
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,405.8,02_02_ROS,CTD,15,637697,402,3.034,34.148998
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,501.9,02_01_UCC,UCCTD,14,637622,497,3.034,34.207001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,503.9,02_04_UCC,UCCTD,16,637772,499,3.007,34.230999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,504.9,02_05_ROS,CTD,9,637823,500,2.876,34.212002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,504.9,02_05_ROS,CTD,12,637832,500,2.866,34.212002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,504.9,02_05_ROS,CTD,5,637811,500,2.886,34.212002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,504.9,02_05_ROS,CTD,11,637829,500,2.87,34.210999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,505.9,02_02_ROS,CTD,14,637694,501,2.968,34.227001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,505.9,02_05_ROS,CTD,8,637820,501,2.881,34.212002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,505.9,02_05_ROS,CTD,14,637838,501,2.867,34.210999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,505.9,02_05_ROS,CTD,6,637814,501,2.886,34.213001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,505.9,02_05_ROS,CTD,4,637808,501,2.886,34.212002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,506.9,02_05_ROS,CTD,3,637805,502,2.877,34.213001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,506.9,02_05_ROS,CTD,13,637835,502,2.864,34.212002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,506.9,02_05_ROS,CTD,10,637826,502,2.873,34.212002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,506.9,02_05_ROS,CTD,7,637817,502,2.877,34.212002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,753.7,02_01_UCC,UCCTD,13,637619,746,2.895,34.372002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,757.8,02_02_ROS,CTD,13,637691,750,2.881,34.379002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,758.8,02_04_UCC,UCCTD,15,637769,751,2.822,34.384998
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,1013,02_02_ROS,CTD,12,637688,1002,2.723,34.521
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,1014,02_04_UCC,UCCTD,14,637766,1003,2.756,34.528
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,1014,02_01_UCC,UCCTD,12,637616,1003,2.756,34.513
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,1266.5,02_02_ROS,CTD,11,637685,1252,2.639,34.619999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,1267.6,02_01_UCC,UCCTD,11,637613,1253,2.763,34.625
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,1271.6,02_04_UCC,UCCTD,12,637760,1257,2.723,34.633999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,1274.7,02_04_UCC,UCCTD,13,637763,1260,2.716,34.633999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,1520.4,02_02_ROS,CTD,10,637682,1502,2.478,34.679001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,1522.4,02_01_UCC,UCCTD,10,637610,1504,2.571,34.687
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,2027.9,02_04_UCC,UCCTD,11,637757,2001,2.525,34.799
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,2027.9,02_02_ROS,CTD,9,637679,2001,2.394,34.772999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,2034,02_01_UCC,UCCTD,9,637607,2007,2.122,34.727001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,2541.7,02_02_ROS,CTD,8,637676,2505,1.945,34.778
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,2545.8,02_01_UCC,UCCTD,8,637604,2509,1.75,34.744999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,3050.6,02_02_ROS,CTD,7,637673,3003,1.318,34.728001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,3051.6,02_04_UCC,UCCTD,9,637751,3004,1.353,34.734001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,3051.6,02_01_UCC,UCCTD,7,637601,3004,1.28,34.726002
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,3054.7,02_04_UCC,UCCTD,10,637754,3007,1.343,34.731998
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,3559.6,02_05_ROS,CTD,2,637802,3500,1.005,34.710999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,3561.6,02_05_ROS,CTD,1,637799,3502,1.005,34.710999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,3563.7,02_01_UCC,UCCTD,6,637598,3504,0.923,34.707001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,3564.7,02_02_ROS,CTD,6,637670,3505,0.956,34.709999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,4073.9,02_04_UCC,UCCTD,8,637748,4001,0.6,34.689999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,4073.9,02_01_UCC,UCCTD,5,637595,4001,0.54,34.687
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,4073.9,02_02_ROS,CTD,5,637667,4001,0.581,34.689999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,4586.3,02_01_UCC,UCCTD,4,637592,4499,0.354,34.675999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,4588.3,02_02_ROS,CTD,4,637664,4501,0.376,34.679001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,4588.3,02_04_UCC,UCCTD,7,637745,4501,0.378,34.678001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5102.9,02_01_UCC,UCCTD,3,637589,5000,0.323,34.672001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5102.9,02_04_UCC,UCCTD,6,637742,5000,0.327,34.672001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5103.9,02_02_ROS,CTD,3,637661,5001,0.326,34.674
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5616.5,02_01_UCC,UCCTD,2,637586,5497,0.345,34.668999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5617.5,02_04_UCC,UCCTD,5,637739,5498,0.346,34.669998
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5619.6,02_02_ROS,CTD,2,637658,5500,0.347,34.671001
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5874.2,02_04_UCC,UCCTD,4,637736,5746,0.364,34.668999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5876.3,02_04_UCC,UCCTD,3,637733,5748,0.364,34.667999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5927.1,02_01_UCC,UCCTD,1,637583,5797,0.37,34.667999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5928.1,02_04_UCC,UCCTD,2,637730,5798,0.368,34.668999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5931.2,02_04_UCC,UCCTD,1,637727,5801,0.368,34.667999
GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,5931.2,02_02_ROS,CTD,1,637655,5801,0.373,34.669998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,10.1,03_02_ROS,CTD,24,638012,10,17.166,34.620998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,10.1,03_01_UCC,UCCTD,24,637940,10,17.039,34.620998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,25.2,03_02_ROS,CTD,23,638009,25,16.816,34.736
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,26.2,03_01_UCC,UCCTD,23,637937,26,16.917,34.674999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,49.4,03_01_UCC,UCCTD,22,637934,49,14.264,35.074001
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,51.4,03_02_ROS,CTD,22,638006,51,14.844,35.438999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,75.6,03_01_UCC,UCCTD,21,637931,75,13.614,35.252998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,75.6,03_02_ROS,CTD,21,638003,75,14.122,35.441002
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,99.9,03_01_UCC,UCCTD,20,637928,99,12.623,35.103001
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,101.9,03_02_ROS,CTD,20,638000,101,13.716,35.386002
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,150.3,03_01_UCC,UCCTD,19,637925,149,11.048,34.910999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,152.3,03_02_ROS,CTD,19,637997,151,12.607,35.206001
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,201.8,03_01_UCC,UCCTD,18,637922,200,10.47,34.848999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,202.8,03_02_ROS,CTD,18,637994,201,10.604,34.863998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,252.2,03_01_UCC,UCCTD,17,637919,250,7.898,34.478001
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,252.2,03_02_ROS,CTD,17,637991,250,8.749,34.577999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,302.7,03_02_ROS,CTD,16,637988,300,7.068,34.370998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,302.7,03_01_UCC,UCCTD,16,637916,300,6.879,34.363998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,403.7,03_02_ROS,CTD,15,637985,400,4.886,34.171001
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,404.7,03_01_UCC,UCCTD,15,637913,401,4.728,34.154999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,505.8,03_02_ROS,CTD,14,637982,501,4.302,34.158001
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,506.8,03_01_UCC,UCCTD,14,637910,502,4.235,34.134998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,757.7,03_02_ROS,CTD,13,637979,750,3.5,34.202999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,758.7,03_01_UCC,UCCTD,13,637907,751,3.487,34.208
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,1011.8,03_02_ROS,CTD,12,637976,1001,2.992,34.321999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,1012.8,03_01_UCC,UCCTD,12,637904,1002,2.985,34.310001
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,1264.3,03_01_UCC,UCCTD,11,637901,1250,2.824,34.445999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,1265.3,03_02_ROS,CTD,11,637973,1251,2.826,34.459999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,1519.1,03_01_UCC,UCCTD,10,637898,1501,2.746,34.574001
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,1521.1,03_02_ROS,CTD,10,637970,1503,2.729,34.576
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,2027.5,03_01_UCC,UCCTD,9,637895,2001,2.709,34.731998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,2028.5,03_02_ROS,CTD,9,637967,2002,2.649,34.717999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,2535.1,03_02_ROS,CTD,8,637964,2499,2.564,34.806999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,2538.2,03_01_UCC,UCCTD,8,637892,2502,2.697,34.834
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,3048,03_02_ROS,CTD,7,637961,3001,2.01,34.777
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,3048,03_01_UCC,UCCTD,7,637889,3001,1.967,34.773998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,3560,03_02_ROS,CTD,6,637958,3501,1.369,34.733002
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,3561,03_01_UCC,UCCTD,6,637886,3502,1.374,34.734001
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,4072.1,03_02_ROS,CTD,5,637955,4000,0.93,34.707001
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,4073.2,03_01_UCC,UCCTD,5,637883,4001,0.899,34.706001
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,4586.5,03_02_ROS,CTD,4,637952,4500,0.505,34.683998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,4586.5,03_01_UCC,UCCTD,4,637880,4500,0.525,34.683998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,5103,03_02_ROS,CTD,3,637949,5001,0.355,34.674
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,5103,03_01_UCC,UCCTD,3,637877,5001,0.365,34.674
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,5616.5,03_02_ROS,CTD,2,637946,5498,0.33,34.669998
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,5619.6,03_01_UCC,UCCTD,2,637874,5501,0.336,34.668999
GA02,3,2011-03-08T01:17:59.000,312.80042,-46.92,5733,JC057,5824.5,03_02_ROS,CTD,1,637943,5699,0.335,34.667999
