asample,bsample,BCdis
S0362,S0390,0.22403219281237718
S0372,S0381,0.03129631593417026
S0334,S0437,0.11577870617972796
S0285,S0375,0.06590551500252184
S0329,S0390,0.2887158437812247
S0286,S0372,0.04818490350123428
S0279,S0323,0.08399254825095492
S0357,S0371,0.1292646622572028
S0369,S0390,0.09481092884132714
S0225,S0365,0.09578510213629987
S0325,S0396,0.05994616360881233
S0319,S0402,0.04385423572401548
S0321,S0415,0.157394340874771
S0318,S0370,0.06359053744457033
S0347,S0381,0.037158451593289565
S0347,S0376,0.04121195507202624
S0277,S0280,0.05482074110252755
S0290,S0334,0.0738854984284879
S0328,S0387,0.30584949876715706
S0229,S0329,0.2962753342100948
S0276,S0367,0.09085532417863029
S0285,S0337,0.0730447896712082
S0256,S0341,0.08777588479130494
S0340,S0373,0.061440774867251746
S0312,S0317,0.0600845849917393
S0285,S0319,0.10512794525028502
S0332,S0438,0.17428246643325807
S0321,S0331,0.19459347329289
S0298,S0321,0.12033212996945952
S0306,S0336,0.17271427672800665
S0261,S0342,0.030050178568480135
S0225,S0315,0.08870291020600107
S0273,S0279,0.05936467416444913
S0299,S0312,0.043217746547833724
S0293,S0337,0.05011615699613681
S0302,S0306,0.030533131822602533
S0315,S0332,0.08488093087612736
S0268,S0425,0.12559493512271624
S0272,S0278,0.04623090119464279
S0300,S0341,0.06705673304920556
S0270,S0398,0.06547640384253972
S0270,S0343,0.07642257965189547
S0273,S0277,0.054188718031359606
S0333,S0445,0.10245936301223812
S0308,S0365,0.05157063592871769
S0308,S0323,0.06981193808896025
S0301,S0307,0.0544934852335246
S0267,S0296,0.09623781292200073
S0286,S0329,0.2952006958661111
S0335,S0377,0.15793671595396908
S0256,S0300,0.05684317636159564
S0265,S0407,0.07743419118732675
S0272,S0335,0.15603773727304204
S0277,S0335,0.14415646325678266
S0324,S0335,0.1780315738801167
S0266,S0292,0.0828818641893625
S0263,S0359,0.1025555183238318
S0262,S0269,0.1350528045492757
S0264,S0293,0.04608138168799636
S0264,S0378,0.07821678713801528
S0255,S0393,0.045704256152110934
S0259,S0386,0.18865609958492413
S0254,S0295,0.05942843658218899
S0254,S0314,0.052471805215108525
S0251,S0254,0.0684538113637071
S0249,S0398,0.11337992223861115
S0249,S0318,0.16097552917985614
S0249,S0332,0.08936954915801776
S0239,S0431,0.10385072502072656
S0244,S0272,0.05436840864828574
S0242,S0343,0.23550207187719707
S0242,S0279,0.21980459198651459
S0242,S0313,0.23051138909073665
S0235,S0390,0.11416327762986322
S0235,S0369,0.16888906503422751
S0234,S0264,0.05210038982587517
S0234,S0361,0.1519283122948556
S0239,S0286,0.061805033748442484
S0234,S0430,0.06771600093177055
S0228,S0312,0.10055537298329797
S0294,S0341,0.07224293999942932
S0252,S0360,0.08435499448710193
S0226,S0438,0.15772223590490975
S0242,S0294,0.20884370229084603
S0223,S0396,0.10370464159935033
S0220,S0394,0.08025205779798261
S0220,S0354,0.11618032700175596
S0219,S0304,0.10877635484408144
S0219,S0383,0.08473863161403072
S0219,S0392,0.1035668027731107
S0209,S0443,0.08448491586218387
S0207,S0383,0.11190329922896991
S0207,S0285,0.10241863876816926
S0282,S0391,0.09479450269270051
S0282,S0302,0.08028645039977478
S0282,S0360,0.08401898777672623
S0356,S0384,0.05458200114718692
S0275,S0292,0.060848651298629375
S0275,S0279,0.058378588426659106
S0275,S0390,0.06635944021327389
S0275,S0294,0.09430859657052415
S0222,S0411,0.07299080164803329
S0214,S0443,0.10143435604686046
S0214,S0317,0.09698967728591168
S0214,S0228,0.08291219764047575
S0203,S0325,0.0933133630835754
S0352,S0389,0.09421646339390433
S0260,S0352,0.2793484231054877
S0243,S0377,0.14346152884004237
S0243,S0314,0.16610232055168705
S0358,S0428,0.0739810943377982
S0291,S0390,0.0971314193966164
S0291,S0365,0.08267123015050082
S0291,S0300,0.07871112006749759
S0217,S0291,0.1811096772878663
S0281,S0304,0.06608323332371402
S0281,S0351,0.10447902642493145
S0281,S0356,0.10132657470866135
S0275,S0322,0.09663173869747033
S0248,S0350,0.07568387865825998
S0245,S0303,0.1137163073165649
S0250,S0361,0.07929273809110493
S0205,S0373,0.08925123506750676
S0205,S0307,0.07626308943188997
S0366,S0384,0.09978497828533472
S0295,S0366,0.12130090441716956
S0315,S0401,0.07721585450755508
S0233,S0337,0.10777139115843015
S0233,S0275,0.06751666526911138
S0216,S0233,0.15552794031063022
S0353,S0387,0.18390225777380098
S0345,S0353,0.0951382360426507
S0241,S0353,0.22455028192849458
S0296,S0353,0.1524084487780889
S0229,S0353,0.1420787309097511
S0232,S0431,0.08998050552933934
S0235,S0368,0.12091235277132262
S0272,S0355,0.10147993364909058
S0211,S0432,0.1035241337453312
S0238,S0391,0.07697204454540307
S0238,S0276,0.09111594141361201
S0296,S0405,0.07965215872138287
S0305,S0410,0.09085952198104297
S0305,S0374,0.06676494550374945
S0240,S0268,0.18272000074078132
S0240,S0277,0.1762186118351946
S0240,S0388,0.1805426605033318
S0240,S0355,0.2334774155881688
S0240,S0437,0.13714594251715206
S0231,S0386,0.07090259905720786
S0231,S0277,0.07616353391982544
S0231,S0295,0.07905703405531961
S0235,S0240,0.15432310434746366
S0246,S0348,0.05685027610043136
S0315,S0363,0.07956218845679808
S0294,S0363,0.06528617773486878
S0352,S0363,0.10049822335220782
S0175,S0354,0.0677788275392388
S0192,S0352,0.08708048855977535
S0090,S0350,0.10685527719159993
S0087,S0411,0.10155113266675819
S0171,S0397,0.15897569140212964
S0156,S0402,0.17663976258518987
S0164,S0378,0.09818320793683655
S0188,S0387,0.1097542405307016
S0191,S0423,0.06204636445657785
S0199,S0445,0.06403125430499323
S0197,S0360,0.10976977451543746
S0164,S0407,0.0746910313837923
S0087,S0430,0.11823386271584091
S0150,S0436,0.09559166719881496
S0150,S0389,0.08620802435194685
S0150,S0371,0.06920468969034732
S0157,S0360,0.11504834134028763
S0157,S0388,0.1415723264780444
S0138,S0389,0.05619965811637162
S0091,S0380,0.13777845502295838
S0070,S0377,0.18637481429710268
S0179,S0382,0.09527451743891802
S0112,S0392,0.14606094102217704
S0118,S0369,0.143082279010455
S0116,S0419,0.13985760966735084
S0129,S0437,0.05546013235999703
S0112,S0437,0.05895274655175087
S0120,S0428,0.14365610658274008
S0153,S0392,0.12687755601189565
S0154,S0383,0.08670515027950909
S0082,S0371,0.11591018287825972
S0082,S0380,0.08578958478113186
S0168,S0396,0.12464699643590482
S0165,S0366,0.12431866163892435
S0075,S0425,0.07595843025334192
S0065,S0445,0.10514961442940296
S0177,S0358,0.1496396309026019
S0061,S0411,0.08274804997108309
S0095,S0405,0.09065258968175338
S0130,S0357,0.09159872573174543
S0130,S0377,0.07465024506536622
S0067,S0357,0.10838402167887706
S0067,S0419,0.08834870572415232
S0161,S0375,0.08529482280364764
S0169,S0392,0.08741232028894619
S0058,S0405,0.061823413205021494
S0117,S0394,0.09647675539551936
S0089,S0385,0.1345411937038511
S0123,S0351,0.09456792885418297
S0182,S0376,0.06639621454173295
S0074,S0355,0.15629770931579856
S0064,S0363,0.07139163584332364
S0154,S0363,0.08867580864977576
S0122,S0429,0.06546901957981555
S0124,S0350,0.058348829844838024
S0068,S0429,0.12539260994909207
S0109,S0357,0.09557688406077836
S0057,S0356,0.06161139796788728
S0057,S0358,0.08529552681626784
S0106,S0393,0.054439566301994535
S0102,S0404,0.12013762226638591
S0055,S0375,0.14985029706307929
S0055,S0379,0.13998267831633404
S0054,S0397,0.1706195336640749
S0054,S0361,0.05960473138791622
S0054,S0362,0.1117359036849469
S0050,S0389,0.06774761100651916
S0029,S0365,0.09427990676195297
S0026,S0359,0.11069267641009872
S0028,S0435,0.10904918454071899
S0040,S0398,0.14390619746588518
S0011,S0379,0.1312778474313222
S0006,S0354,0.11784835787170145
S0031,S0357,0.08317752468491335
S0021,S0394,0.07545474579852884
S0021,S0429,0.08355397092304506
S0039,S0362,0.15374041907701874
S0019,S0419,0.08838524756581001
S0018,S0402,0.1001276483293635
S0009,S0430,0.10930639299299705
S0052,S0387,0.0942168742155236
S0032,S0406,0.08803901255905922
S0053,S0403,0.11189701864434898
S0053,S0373,0.09566560195744278
S0015,S0371,0.11898821600382081
S0010,S0358,0.10847894907961586
S0010,S0376,0.07589052583296751
S0022,S0430,0.0795540019409029
S0020,S0365,0.0868135774741502
S0049,S0405,0.0557932268243897
S0008,S0359,0.17431667121656336
S0034,S0436,0.05676557636377888
S0035,S0360,0.06272936103071003
S0136,S0395,0.091473924557407
S0136,S0363,0.0967031472882498
S0030,S0406,0.08469636248978696
S0191,S0316,0.08630716315168385
S0126,S0316,0.1427014517934877
S0165,S0347,0.08843709807639177
S0087,S0326,0.13005039261914575
S0080,S0326,0.2226940217127148
S0086,S0309,0.054026450583034125
S0112,S0308,0.12467757978138982
S0142,S0303,0.16347993685072093
S0164,S0301,0.07794225720057435
S0161,S0301,0.07549593337963778
S0065,S0318,0.12550771162243335
S0181,S0318,0.07557801112189433
S0060,S0336,0.16771348355766258
S0189,S0321,0.09895612981447499
S0164,S0335,0.14691304835703278
S0110,S0336,0.10294973296890608
S0149,S0305,0.06113646970545061
S0193,S0328,0.30185685916518445
S0096,S0315,0.10811028102372311
S0127,S0319,0.12762079485722266
S0122,S0301,0.05147367534835523
S0122,S0340,0.06288843397177069
S0125,S0334,0.06341612737327462
S0198,S0308,0.08253041084175194
S0156,S0348,0.17617354557853693
S0143,S0348,0.13820674535289978
S0111,S0326,0.1261486710303089
S0075,S0343,0.11220371855302491
S0075,S0315,0.09314735019538856
S0062,S0331,0.12247759143919468
S0062,S0322,0.14677320360838308
S0065,S0323,0.09415066745660461
S0120,S0313,0.1316566091580308
S0132,S0308,0.049249834288744965
S0098,S0326,0.11436805973483566
S0094,S0306,0.07313381360162974
S0172,S0314,0.18649056772897743
S0037,S0333,0.06664051516106217
S0033,S0342,0.07925448112262912
S0036,S0302,0.08118958401191867
S0036,S0344,0.070317545795482
S0036,S0300,0.06830156577421198
S0076,S0344,0.11715432000479431
S0042,S0329,0.29134064726768005
S0135,S0333,0.10163098939056747
S0026,S0317,0.08285967888565748
S0026,S0302,0.09561793306688526
S0020,S0324,0.0786180483347918
S0006,S0306,0.09102312090452114
S0013,S0309,0.09454229161448657
S0009,S0306,0.09822258520840099
S0022,S0325,0.08279489097822945
S0022,S0306,0.09024410456581333
S0015,S0303,0.0772974362840172
S0015,S0311,0.08809992103372044
S0023,S0345,0.07909858657986912
S0018,S0345,0.10094706591017955
S0004,S0326,0.11525184550408796
S0198,S0271,0.08819259909260346
S0178,S0295,0.10249035336106294
S0099,S0278,0.09670822669010892
S0092,S0276,0.11206787905004234
S0171,S0283,0.14004596971460304
S0172,S0298,0.12109569481023508
S0080,S0255,0.24043940052316903
S0149,S0281,0.08026398376592792
S0145,S0273,0.2230184464839976
S0131,S0284,0.06869284335606385
S0193,S0290,0.06561885953022029
S0096,S0282,0.1055560132154747
S0086,S0277,0.07436930292438826
S0091,S0290,0.12414993804481556
S0166,S0284,0.09075478483761434
S0129,S0279,0.12064843117635105
S0085,S0253,0.06270961507886152
S0126,S0259,0.13721613269025423
S0131,S0266,0.06256280438879169
S0135,S0282,0.10572128095225675
S0098,S0263,0.11575712791793102
S0098,S0254,0.08913913370195514
S0183,S0278,0.1246212150453514
S0089,S0298,0.08038113969106087
S0125,S0265,0.05832882699064568
S0125,S0291,0.08839312801408461
S0127,S0253,0.09203253586191062
S0099,S0296,0.08201285001163883
S0167,S0294,0.09577189057974922
S0169,S0254,0.0779104467116144
S0168,S0275,0.11419898339833279
S0189,S0257,0.1218072322194691
S0173,S0276,0.14598564097790434
S0065,S0257,0.07507495759084348
S0110,S0292,0.12259637227308917
S0110,S0253,0.09257859870280194
S0064,S0275,0.08576645674402616
S0106,S0259,0.18128339561386242
S0107,S0285,0.09740425158792232
S0107,S0250,0.14086522527161283
S0060,S0250,0.1232784773930089
S0050,S0267,0.061037240722130015
S0048,S0290,0.07413502396112603
S0047,S0280,0.07757888445736028
S0047,S0263,0.07650764782881181
S0045,S0284,0.1079659923838967
S0063,S0282,0.11000924179057314
S0028,S0299,0.10054731966998931
S0055,S0290,0.13505661120599532
S0031,S0265,0.08788510836621155
S0013,S0268,0.10882507385112217
S0006,S0284,0.09171695682147618
S0054,S0262,0.19441397900329827
S0003,S0270,0.09675362431169277
S0012,S0285,0.15049029188432106
S0002,S0256,0.16066886384324353
S0002,S0290,0.11640241883558655
S0058,S0296,0.07769802029959161
S0049,S0266,0.06453861174313402
S0034,S0259,0.15070936382578926
S0034,S0270,0.08337068362716626
S0019,S0258,0.1653191485218306
S0046,S0250,0.09634692017106472
S0008,S0276,0.14409360866043452
S0035,S0275,0.0970824860437578
S0124,S0283,0.07154631991774263
S0022,S0255,0.10008766334032404
S0024,S0258,0.12745742540976424
S0193,S0235,0.10526403144620822
S0145,S0222,0.1514075973625204
S0120,S0222,0.07043858635292932
S0139,S0202,0.09438037550976475
S0171,S0221,0.11498550885295489
S0127,S0232,0.10225408904323796
S0106,S0201,0.09802362176454837
S0087,S0244,0.1261585216432063
S0117,S0242,0.1778401716901813
S0101,S0223,0.09592871978850692
S0101,S0206,0.08037321506836781
S0189,S0222,0.06900673127734502
S0193,S0236,0.09649629400854687
S0117,S0212,0.10215550947751917
S0190,S0212,0.15923400111388908
S0143,S0244,0.1287081781449798
S0115,S0238,0.13279810456324603
S0180,S0209,0.07763678076441038
S0138,S0240,0.1991429518833664
S0077,S0235,0.08008232183644881
S0077,S0234,0.1077755020875435
S0050,S0201,0.09056420218387329
S0192,S0244,0.08404176245125305
S0115,S0247,0.09995955104824583
S0196,S0241,0.14836143584201067
S0117,S0241,0.08262374930345695
S0069,S0226,0.13825437492490056
S0115,S0228,0.04897993389356592
S0178,S0220,0.093375329405321
S0115,S0248,0.08395636807944373
S0189,S0245,0.0800710322912741
S0048,S0233,0.06980813072008096
S0085,S0201,0.09100255488645925
S0085,S0223,0.07022964013822663
S0098,S0245,0.16782230210926818
S0126,S0229,0.09048219857817186
S0129,S0216,0.04768812754386398
S0174,S0216,0.08227219217877269
S0130,S0229,0.06907501662681814
S0125,S0222,0.0810949143675761
S0116,S0209,0.09376334030074573
S0116,S0217,0.09137328677024137
S0116,S0225,0.11894105290653545
S0065,S0206,0.07169295644378737
S0061,S0212,0.11074839226126088
S0195,S0225,0.07381142383239858
S0185,S0218,0.14322577996430164
S0181,S0201,0.15137543825438926
S0089,S0231,0.14548030775912524
S0161,S0238,0.08587075918304765
S0161,S0214,0.13632874655301808
S0062,S0233,0.13467076127706168
S0059,S0224,0.11703856730298368
S0051,S0221,0.11503185816520367
S0051,S0239,0.08287935753014875
S0094,S0219,0.11354815976255062
S0133,S0205,0.05776639608561529
S0133,S0236,0.1271285803520973
S0100,S0232,0.09663565319342882
S0068,S0243,0.09168037974895038
S0047,S0243,0.1688153089286064
S0037,S0213,0.07168802729017254
S0017,S0225,0.10518801659161703
S0013,S0211,0.13906308818349378
S0020,S0221,0.15393963705062874
S0020,S0225,0.07835842557596384
S0042,S0204,0.08430502011495233
S0042,S0212,0.09921689917882504
S0031,S0207,0.1764225027701034
S0006,S0201,0.09140555285992791
S0030,S0209,0.11013599321469048
S0030,S0226,0.13283718402049371
S0008,S0237,0.12705588671214307
S0002,S0227,0.09075935414637071
S0002,S0218,0.06226666733837072
S0002,S0217,0.08250641832650685
S0085,S0097,0.07461872315545626
S0085,S0086,0.04883783765296834
S0086,S0135,0.11000825450337148
S0086,S0198,0.08467679801890515
S0092,S0180,0.15405328860692868
S0042,S0184,0.1559936993925889
S0082,S0089,0.1376907418960407
S0070,S0169,0.18528365730884278
S0068,S0156,0.08093929776913178
S0164,S0169,0.06512792977127457
S0072,S0190,0.06448902426061887
S0098,S0140,0.10326405657133031
S0140,S0172,0.15293969447079037
S0091,S0154,0.09954888011631058
S0080,S0154,0.24447196033143404
S0053,S0097,0.03807681426986931
S0053,S0072,0.14470478893995165
S0039,S0097,0.06476335228097718
S0039,S0083,0.13269350192574036
S0039,S0078,0.07285673672571791
S0077,S0192,0.14189714581376678
S0078,S0150,0.11021011122635926
S0077,S0150,0.08803328081796302
S0118,S0131,0.08890958950372574
S0025,S0193,0.07373767109899765
S0091,S0182,0.07534796598410787
S0088,S0095,0.0801914531481428
S0072,S0095,0.10973673775097914
S0042,S0129,0.0814342251941006
S0034,S0135,0.07156307471045487
S0158,S0171,0.16947488646633802
S0101,S0195,0.09413000544362837
S0011,S0101,0.15377195116901243
S0042,S0101,0.08354737054664763
S0022,S0198,0.1045726222000356
S0022,S0070,0.15657410607106648
S0022,S0082,0.09630116977132552
S0017,S0187,0.09883710363610032
S0106,S0192,0.08229537589641411
S0106,S0157,0.1384995485291296
S0064,S0112,0.10986794773830144
S0045,S0074,0.08878192615655056
S0063,S0064,0.09373812993503161
S0032,S0076,0.1485689071870977
S0032,S0118,0.09965995864416555
S0009,S0150,0.13624723530738259
S0110,S0191,0.1209190847704753
S0115,S0196,0.10596952941332138
S0077,S0174,0.08209937459899397
S0094,S0136,0.11845520151812605
S0094,S0174,0.19699947131365492
S0126,S0171,0.0857896274661254
S0095,S0126,0.051111321544589305
S0182,S0189,0.14741177784111736
S0066,S0189,0.0633929535044302
S0016,S0083,0.07160857377419438
S0037,S0167,0.07399674180213078
S0032,S0037,0.08548323341431663
S0159,S0190,0.09063096113759628
S0003,S0079,0.13620489463718255
S0003,S0110,0.07788553602444914
S0003,S0108,0.07465330355326794
S0059,S0180,0.13050487398953614
S0048,S0059,0.10298764125971105
S0003,S0059,0.12947077793848916
S0043,S0125,0.08144418646312379
S0011,S0179,0.0844980863880802
S0061,S0193,0.07727323667930408
S0027,S0164,0.07738195302304529
S0023,S0190,0.08995281292543722
S0073,S0086,0.08447777968540493
S0065,S0151,0.1730383137114967
S0012,S0078,0.2124861831935646
S0051,S0116,0.04350662392502047
S0051,S0111,0.05023263947897327
S0037,S0051,0.07430719432881083
S0086,S0130,0.06474460035843743
S0064,S0130,0.0800062014768742
S0124,S0165,0.09860809422829653
S0008,S0094,0.18310150074508347
S0019,S0127,0.08572611402914998
S0010,S0140,0.0976780166282597
S0010,S0177,0.10838548804988624
S0010,S0112,0.14867820569030987
S0010,S0023,0.07160663347946616
S0018,S0178,0.05959507194884417
S0018,S0136,0.06350816479689503
S0122,S0123,0.060925068972186525
S0040,S0164,0.1124438507578831
S0040,S0108,0.09242568937201034
S0048,S0173,0.16745667392118424
S0165,S0173,0.1397285217894968
S0058,S0059,0.06541341963111313
S0041,S0157,0.11634210891540475
S0039,S0041,0.07220595018059961
S0036,S0098,0.13406704204252007
S0010,S0036,0.09311025102964776
S0067,S0118,0.059269212186953135
S0067,S0141,0.057114392140319103
S0093,S0107,0.0660984359003467
S0032,S0107,0.06962319253454496
S0052,S0094,0.152303326141894
S0022,S0144,0.11243000841801376
S0059,S0144,0.17037401563507482
S0047,S0112,0.16760436314037008
S0033,S0072,0.0798497191822315
S0033,S0059,0.09917796419406866
S0155,S0164,0.06557285719575778
S0004,S0123,0.09464611111394228
S0067,S0155,0.07225520039189703
S0046,S0112,0.10240628850269184
S0024,S0193,0.06523966500305423
S0024,S0102,0.07658245807343644
S0024,S0189,0.07741815913894412
S0015,S0099,0.0834065111609621
S0015,S0155,0.11103684093965893
S0091,S0186,0.17830358101495436
S0008,S0100,0.20289597766105383
S0008,S0181,0.17470677890456554
S0062,S0106,0.07856037291514872
S0103,S0131,0.10180763402967918
S0076,S0103,0.048461133968401016
S0061,S0103,0.053582285260106666
S0110,S0128,0.038337628301747806
S0123,S0132,0.06446779029057792
S0074,S0161,0.1383231951459144
S0142,S0172,0.04647576987551261
S0026,S0142,0.11440229033402816
S0050,S0142,0.12088158795932757
S0062,S0142,0.0927789260025752
S0049,S0083,0.04190538793264287
S0134,S0167,0.042991364592397274
S0087,S0134,0.058913534467747164
S0080,S0134,0.1550042817418088
S0095,S0134,0.04628864430408919
S0030,S0134,0.11782544507492909
S0031,S0122,0.08572678500418662
S0437,S0438,0.12413454886293596
S0304,S0428,0.051515122414675485
S0256,S0419,0.07664817747848596
S0261,S0419,0.08046601249303553
S0402,S0424,0.082185001245063
S0398,S0419,0.07180543885456481
S0299,S0424,0.07521859300184441
S0299,S0419,0.07036561863577873
S0276,S0411,0.08976722546986571
S0292,S0416,0.08521925866506619
S0292,S0304,0.04236242295998904
S0295,S0407,0.06714941579209976
S0389,S0443,0.040255450505291446
S0389,S0431,0.08733877270012358
S0374,S0410,0.06073806826976813
S0370,S0416,0.0921364576924224
S0361,S0385,0.17395412261313148
S0247,S0378,0.07355380352911967
S0297,S0381,0.06423802266539647
S0380,S0381,0.02756042436527839
S0350,S0383,0.040553992521872195
S0343,S0429,0.051628756125472686
S0334,S0438,0.2105353385339993
S0296,S0377,0.08200253683824188
S0292,S0375,0.0635106203010718
S0337,S0403,0.034161820363683315
S0277,S0284,0.0481732926782783
S0277,S0402,0.07201960831233489
S0285,S0361,0.1423227767778268
S0276,S0370,0.09910012679754521
S0317,S0406,0.05381821143475718
S0317,S0385,0.04236569649785482
S0325,S0415,0.03763526185841937
S0334,S0365,0.08395806683506613
S0319,S0386,0.06888120338823633
S0331,S0398,0.05426584594638062
S0314,S0409,0.05995323168623312
S0318,S0431,0.07642039589304761
S0349,S0383,0.037163749281279856
S0276,S0345,0.08867331521129818
S0342,S0386,0.041053152495670764
S0328,S0402,0.3085719800697888
S0315,S0415,0.05929186273485576
S0315,S0376,0.07032064802722438
S0284,S0337,0.06621640615892144
S0312,S0402,0.04468301530308072
S0311,S0360,0.13127886146006074
S0276,S0369,0.11649967365579328
S0229,S0277,0.07286344323092997
S0324,S0438,0.21490473338933247
S0278,S0325,0.06037531746813629
S0296,S0319,0.09415496311977456
S0313,S0390,0.05806350709230235
S0313,S0397,0.05772716213426954
S0313,S0430,0.06861100683782495
S0306,S0361,0.16687570697203702
S0333,S0432,0.07213798537686
S0318,S0321,0.2242611297712952
S0323,S0336,0.19605646518568332
S0293,S0349,0.04628889064481234
S0326,S0391,0.08183057717629605
S0299,S0311,0.06163656170108134
S0271,S0321,0.15110757338152114
S0218,S0333,0.08304964443676621
S0307,S0318,0.11075887694127429
S0229,S0301,0.0698374513479122
S0290,S0302,0.057103928881198196
S0316,S0384,0.07037528374641888
S0316,S0362,0.2859816329311119
S0272,S0323,0.06810356888651792
S0270,S0387,0.09059502332352654
S0269,S0392,0.06536514605019661
S0278,S0316,0.1212074281366764
S0265,S0383,0.06632788802615908
S0265,S0397,0.06485015061784027
S0258,S0317,0.16015564857502051
S0260,S0394,0.21269069012900887
S0260,S0304,0.24236716382563572
S0266,S0419,0.07705509477473282
S0266,S0269,0.0414954336830855
S0263,S0345,0.0915621970674323
S0263,S0367,0.0812389685123438
S0262,S0435,0.15537676423824054
S0264,S0308,0.03693015073772232
S0266,S0267,0.038290424495399544
S0259,S0295,0.1973896596692436
S0254,S0309,0.0583226834909103
S0254,S0335,0.16901784867370784
S0254,S0398,0.03563946456664957
S0254,S0268,0.0605642218726693
S0262,S0264,0.13740380356326976
S0249,S0306,0.10469505888171826
S0239,S0397,0.07765805741625598
S0239,S0285,0.06625470280341073
S0239,S0325,0.059428055453646045
S0244,S0345,0.07598950774627156
S0244,S0347,0.06788753705829909
S0242,S0411,0.20402749840223766
S0242,S0379,0.21243892735237524
S0235,S0385,0.13068187610539328
S0235,S0354,0.1546404020982446
S0236,S0312,0.13120985089059012
S0236,S0369,0.16276309836995273
S0234,S0321,0.1490992281390111
S0241,S0321,0.09260910866078809
S0235,S0236,0.07046807867478388
S0228,S0372,0.07092844044817637
S0294,S0402,0.06967932014841127
S0294,S0350,0.05670802318825885
S0252,S0410,0.08329184587682903
S0226,S0326,0.10276221605314528
S0226,S0345,0.10427451833565904
S0274,S0392,0.06895735058931107
S0274,S0312,0.05420493362525303
S0274,S0286,0.06294314998721184
S0223,S0259,0.1738493287825127
S0223,S0384,0.08518238082935992
S0219,S0228,0.06600739460122662
S0219,S0380,0.07983945723493002
S0219,S0239,0.08488104318709411
S0213,S0365,0.09004318008310119
S0213,S0396,0.10929976839584443
S0201,S0385,0.13076270274206836
S0201,S0392,0.12726053419129812
S0209,S0373,0.07614867549788695
S0267,S0274,0.057620313336391726
S0224,S0378,0.10710614657590423
S0200,S0271,0.06662517794350498
S0200,S0227,0.06617285025750519
S0200,S0367,0.06009774086100528
S0225,S0282,0.11225698002332385
S0214,S0280,0.09673289841627963
S0214,S0343,0.12900000462754924
S0203,S0276,0.08461309175828813
S0249,S0352,0.14791894092863933
S0217,S0383,0.10703581245111027
S0243,S0321,0.08828827506174897
S0253,S0280,0.06098810334375426
S0348,S0402,0.03765056573516279
S0294,S0358,0.12273420578015992
S0236,S0348,0.11331407098375179
S0225,S0291,0.10531373629988261
S0289,S0309,0.06592967306430053
S0271,S0289,0.05150394961045823
S0262,S0289,0.14979040537575983
S0316,S0344,0.08714046327514635
S0261,S0344,0.02891987050236977
S0281,S0392,0.07932744394285518
S0322,S0340,0.07331677520679125
S0322,S0407,0.10817488942975384
S0220,S0281,0.07784508620009378
S0215,S0362,0.16241408354565112
S0215,S0295,0.12212396637533485
S0212,S0377,0.12281269468643752
S0212,S0351,0.18717734340200987
S0212,S0435,0.16493524201100418
S0212,S0325,0.12262754419420796
S0212,S0307,0.12476365205199458
S0248,S0281,0.07710782960585572
S0248,S0256,0.07737366906815879
S0248,S0276,0.05824645351685209
S0245,S0304,0.1203432294786887
S0206,S0369,0.12803766641559444
S0206,S0207,0.08691660199918017
S0278,S0368,0.06630687797190471
S0366,S0368,0.09327429411328347
S0238,S0349,0.07657537985745222
S0238,S0251,0.09978979850963587
S0238,S0350,0.09216753495021845
S0342,S0405,0.035104838267959404
S0205,S0405,0.07407703775411723
S0261,S0388,0.0354196890340871
S0316,S0388,0.09209043300737607
S0322,S0388,0.09795052301154439
S0305,S0393,0.06954491398074703
S0305,S0317,0.06501717798076767
S0205,S0240,0.22247688383709363
S0246,S0397,0.07039268752283911
S0246,S0262,0.13789781236296783
S0363,S0375,0.04296340407165666
S0363,S0404,0.05058614635534997
S0199,S0398,0.08452326713595093
S0090,S0429,0.10193181773106208
S0196,S0396,0.0668045241097246
S0095,S0362,0.1897596158549053
S0171,S0376,0.14586578444907228
S0167,S0357,0.1408781606418137
S0193,S0392,0.08202444896991479
S0093,S0361,0.2059918976271451
S0080,S0429,0.23943421754219774
S0164,S0351,0.12207343338203813
S0156,S0388,0.15102350436698697
S0078,S0357,0.18778572135275673
S0189,S0391,0.12506196905409694
S0099,S0354,0.05908437125561805
S0077,S0395,0.09690244290912065
S0155,S0393,0.08068383935136814
S0155,S0389,0.07649889892834394
S0079,S0395,0.14450771075724134
S0173,S0436,0.12325692295094914
S0198,S0351,0.09730857248649272
S0198,S0377,0.08700739044965
S0080,S0425,0.12921559170943975
S0140,S0443,0.05859219983617858
S0166,S0409,0.08525200673560496
S0166,S0419,0.08827265708632515
S0166,S0367,0.08722581574399557
S0071,S0409,0.22470456633616687
S0197,S0379,0.06088983372007739
S0091,S0385,0.09154056836983582
S0091,S0367,0.10843624629023896
S0126,S0423,0.10144535237297425
S0179,S0398,0.08123577236161261
S0179,S0365,0.08786755995673423
S0158,S0365,0.08725004841113404
S0158,S0361,0.18089450632080561
S0110,S0376,0.09219550624306316
S0164,S0437,0.11012247703439282
S0120,S0391,0.12907630803424053
S0120,S0372,0.10118608412763996
S0153,S0367,0.12001449610135773
S0154,S0428,0.0855386319805731
S0154,S0393,0.08478203782402971
S0154,S0365,0.09862963719675621
S0125,S0403,0.0670121994722519
S0183,S0368,0.11788159223254113
S0083,S0391,0.05461560219834127
S0143,S0368,0.13265249923801004
S0177,S0366,0.1286236882587315
S0142,S0402,0.1594001377692308
S0183,S0358,0.16695653894389373
