,Cruise,Station,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Operator's Cruise Name,CTDPRS [dbar],Cast Identifier,Sampling Device,Bottle Number,BODC Bottle Number,DEPTH [m],CTDTMP [deg C],CTDSAL [pss-78],OXYGEN [umol/kg],CTDOXY [umol/kg],PHSPHT [umol/kg],SILCAT [umol/kg],NITRAT [umol/kg],NITRIT [umol/kg],TALK [umol/kg],DIC [umol/kg],H2O_2_D_DELTA_BOTTLE [per mil],H2O_18_D_DELTA_BOTTLE [per mil],Al_D_CONC_BOTTLE [nmol/kg],STANDARD_DEV,Ba_D_CONC_BOTTLE [nmol/kg],Cd_D_CONC_BOTTLE [nmol/kg],Fe_D_CONC_BOTTLE [nmol/kg],Fe_D_CONC_BOTTLE_FIA [nmol/kg],STANDARD_DEV.1,Mn_D_CONC_BOTTLE [nmol/kg],STANDARD_DEV.2,Mo_D_CONC_BOTTLE [nmol/kg],Ni_D_CONC_BOTTLE [nmol/kg],Pb_D_CONC_BOTTLE [pmol/kg],U_D_CONC_BOTTLE [nmol/kg],Zn_D_CONC_BOTTLE [nmol/kg],Y_D_CONC_BOTTLE [pmol/kg],La_D_CONC_BOTTLE [pmol/kg],Pa_231_D_CONC_BOTTLE [uBq/kg],STANDARD_DEV.3,Th_230_D_CONC_BOTTLE [uBq/kg],STANDARD_DEV.4,Th_232_D_CONC_BOTTLE [pmol/kg],STANDARD_DEV.5,Th_234_D_CONC_BOTTLE [mBq/kg],STANDARD_DEV.6
0,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,10.1,01_01_UCC,UCCTD,24,637508,10,10.191,33.971001,0,288.5,1.01,0,13.33,0.16,0,0,-1.78,-0.26,4.41951,0.11707,48.7639,0.0528,0.52,0.49756,0.01951,0.0878,0.00098,118.365,4.88,14.94,11.6117,0.21,114.88,11.05,0,0,0,0,0,0,25.0829,0.60488
1,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,10.1,01_02_ROS,CTD,24,637580,10,9.995,33.984001,285.6,287.1,1.01,0,12.96,0.17,2277.8,2073.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,24.2,01_02_ROS,CTD,23,637577,24,9.517,33.995998,0,288.4,1.03,0,13.06,0.17,2278,2075.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79678,0.07317,0.71542,0.05688,0.18995,0.00342,0,0
3,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,25.2,01_01_UCC,UCCTD,23,637505,25,9.714,33.991001,0,289.4,2.37,0,13.04,0.01,0,0,-2.11,-0.26,4.28293,0.02927,44.281,0.0697,0.37,0.30244,0,0.0878,0.00488,118.862,4.83,13.45,11.8537,0.09,114.4,10.66,0,0,0,0,0,0,23.7171,0.56585
4,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,49.4,01_02_ROS,CTD,22,637574,49,8.3,33.988998,0,288.4,1.21,0.12,15.13,0.17,2277.6,2093.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,51.4,01_01_UCC,UCCTD,22,637502,51,9.029,34,0,287.9,2.34,0,13.86,0.01,0,0,-2.16,-0.26,5.47317,0.05854,52.2449,0.1557,0.43,0.37073,0.00976,0.0878,0.00098,116.636,4.82,10.06,11.8576,0.18,112.09,10.1,0,0,0,0,0,0,26.5171,0.61463
6,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,74.7,01_01_UCC,UCCTD,21,637499,74,6.109,34.006001,0,294.2,2.29,1.91,19.32,0.01,0,0,-2.14,-0.35,3.6,0.04878,67.3346,0.3743,0.35,0.33171,0.00976,0.12683,0.00293,117.205,5.28,11.18,11.6898,0.55,116.05,11.95,0,0,0,0,0,0,34.9951,0.74146
7,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,75.7,01_02_ROS,CTD,21,637571,75,5.582,34.009998,0,297,1.55,2.85,20.54,0.35,2276.7,2123.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,99.9,01_02_ROS,CTD,20,637568,99,4.387,34.043999,0,294.5,1.71,7.53,24.03,0.45,2275.5,2138.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78049,0.11385,2.7642,0.08127,0.93265,0.01036,0,0
9,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,100.9,01_01_UCC,UCCTD,20,637496,100,4.713,34.028,0,298.8,2.25,5.69,22.51,0.02,0,0,-2.6,-0.38,2.7122,0.06829,69.1532,0.4684,0.31,0.28293,0.00976,0.16585,0.00195,113.972,5.28,11.84,11.8654,0.68,118.33,13.06,0,0,0,0,0,0,43.0049,0.89756
10,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,152.4,01_01_UCC,UCCTD,19,637493,151,3.827,34.080002,0,297.1,2.24,11.77,25.52,0.01,0,0,-3.68,-0.44,1.9122,0.03902,65.999,0.5047,0.49,0.46829,0.01951,0.17561,0.00098,120.886,5.27,12.41,11.8293,1.27,120.49,14.21,0,0,0,0,0,0,42.9073,0.85854
11,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,152.4,01_02_ROS,CTD,19,637565,151,3.736,34.075001,0,295.4,1.75,12.39,25.76,0.04,2276.3,2145.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,201.8,01_01_UCC,UCCTD,18,637490,200,3.304,34.055,0,298.1,2.23,14.58,26.65,0.01,0,0,-1.56,-0.25,2.09756,0.05854,66.6244,0.533,0.36,0.36098,0.00976,0.1561,0.00195,121.12,5.45,12.46,11.6771,1.48,123.68,14.79,0,0,0,0,0,0,42,0.86829
13,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,201.8,01_02_ROS,CTD,18,637562,200,3.377,34.074001,0,290.4,1.82,15,26.68,0.03,2278.2,2151.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,252.3,01_01_UCC,UCCTD,17,637487,250,2.976,34.069,0,286.6,2.21,18.85,28.04,0.01,0,0,-1.95,-0.29,2.46829,0.01951,65.0683,0.5569,0.41,0.38049,0.00976,0.13658,0.00488,118.313,5.65,11.51,11.5259,1.78,123.91,15.34,0,0,0,0,0,0,42.8878,0.91707
15,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,252.3,01_02_ROS,CTD,17,637559,250,3.13,34.075001,0,284.3,1.88,17.82,27.62,0.02,2279.5,2158.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44712,0.15444,3.17073,0.09756,0.06912,0.00601,0,0
16,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,302.8,01_01_UCC,UCCTD,16,637484,300,2.797,34.094002,0,274.7,1.01,22.78,29.09,0.16,0,0,-1.8,-0.26,2.81951,0.01951,69.1102,0.6011,0.44,0.40976,0.00976,0.13658,0.00098,116.29,5.96,11.54,11.8654,2.34,129.28999,15.9,0,0,0,0,0,0,40.2244,0.75122
17,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,402.8,01_02_ROS,CTD,15,637553,399,2.845,34.154999,247.3,251.5,2.05,28.61,30.35,0.02,2290.5,2182.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,402.8,01_02_ROS,CTD,16,637556,399,2.859,34.157001,0,251.9,2.06,28.59,30.4,0.02,2288.8,2183.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,403.8,01_01_UCC,UCCTD,15,637481,400,2.802,34.167999,0,249.3,1.11,30.27,30.77,0.16,0,0,-1.57,-0.21,6.36098,0.18537,69.679,0.6586,0.64,0.67317,0.00976,0.12683,0.0039,118.609,5.99,11.65,11.9112,2.76,132.07001,16.92,0,0,0,0,0,0,41.2293,0.8
20,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,503.9,01_02_ROS,CTD,14,637550,499,2.814,34.238998,0,227.7,2.16,37.85,31.94,0.02,2297.9,2201.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21141,0.15444,4.65044,0.09756,0.06912,0.00601,0,0
21,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,504.9,01_01_UCC,UCCTD,14,637478,500,2.386,34.207001,0,238.8,1.46,38.31,32.23,0.29,0,0,-2.01,-0.28,5.5122,0.12683,71.0995,0.7084,0.75,0.76098,0.01951,0.12683,0.0039,120.143,6.21,11.87,11.7756,3.42,135.8,17.58,0,0,0,0,0,0,40.7024,0.84878
22,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,605,01_01_UCC,UCCTD,13,637475,599,2.69,34.323002,0,206.6,1.66,48.9,33.62,0.54,0,0,-2.92,-0.27,5.17073,0.09756,76.8683,0.7622,0.84,0.9561,0.01951,0.14634,0.00195,119.595,6.5,12.25,11.8576,4.09,138.67999,18.56,0,0,0,0,0,0,38.6732,0.74146
23,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,606,01_02_ROS,CTD,13,637547,600,2.717,34.291,0,213.3,2.24,44.72,32.98,0.01,2304.2,2212.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,708.2,01_01_UCC,UCCTD,12,637472,701,2.725,34.386002,0,191.3,2.19,55.74,34.34,0.01,0,0,-0.89,-0.15,4.70244,0.04878,78.922,0.7875,0.84,0.96585,0.00976,0.13658,0.00293,115.1,6.6,12.75,11.7346,4.45,143.31,19,0,0,0,0,0,0,38.6732,0.8
25,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,709.3,01_02_ROS,CTD,12,637544,702,2.719,34.368,0,193.2,2.32,53.77,34.18,0.02,2314.2,2227.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71541,0.13824,5.26829,0.08946,0.06912,0.00601,0,0
26,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,808.5,01_01_UCC,UCCTD,11,637469,800,2.642,34.444,0,181.1,1.73,62.53,34.81,0.03,0,0,-0.84,-0.17,4.42927,0.0878,80.52,0.8153,0.68,0.72195,0.01951,0.14634,0.0039,116.484,6.76,12.46,12.0829,5.11,148.7,20.61,0,0,0,0,0,0,0,0
27,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,808.5,01_02_ROS,CTD,11,637541,800,2.672,34.438999,0,180.4,2.37,61.36,34.64,0.02,2322.3,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,909.7,01_02_ROS,CTD,10,637538,900,2.597,34.480999,0,174.6,2.38,66.14,34.77,0.02,2327.4,2244.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15444,0.10566,7.77239,0.11385,0.18995,0.00601,0,0
29,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,911.8,01_01_UCC,UCCTD,10,637466,902,2.551,34.497002,0,174.7,1.81,68.64,34.93,0.02,0,0,-1.03,-0.16,3.10244,0.02927,87.5102,0.8185,0.71,0.75122,0.00976,0.14634,0.00293,116.717,6.73,13.66,11.759,5.07,151.82001,21.37,0,0,0,0,0,0,0,0
30,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,997.9,01_01_UCC,UCCTD,9,637463,987,2.477,34.528,0,171.8,1.89,72.08,34.94,0.02,0,0,-1.03,-0.17,1.80488,0.01951,88.5054,0.8118,1.48,0.79024,0.00976,0.1561,0.00293,117.236,7.03,13.13,11.9395,5.5,153.72,22.74,0,0,0,0,0,0,0,0
31,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1010,01_02_ROS,CTD,9,637535,999,2.482,34.525002,0,171.1,2.39,71.28,34.86,0.02,2333.4,2251.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65854,0.16263,7.65854,0.12195,0.15544,0.00694,0,0
32,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1262.6,01_02_ROS,CTD,8,637532,1248,2.286,34.618,166.2,168.3,2.35,81.32,34.26,0.02,2344.6,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1262.6,01_01_UCC,UCCTD,8,637460,1248,2.293,34.615002,0,170.2,1.96,81.01,34.27,0.02,0,0,-1.59,-0.25,3.47317,0.07805,93.6205,0.778,0.75,0.82927,0.00976,0.14634,0.00488,113.921,6.9,10.5,11.9805,5.57,158.91,23.15,0,0,0,0,0,0,0,0
34,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1515.4,01_01_UCC,UCCTD,7,637457,1497,2.129,34.668999,0,172.6,2.08,87.45,33.58,0.02,0,0,-2.58,-0.3,3.57073,0.03902,93.6917,0.7507,0.75,0.8,0.00976,0.13658,0.00585,117.276,7.04,9.07,11.9356,5.9,165.58,24.6,0,0,0,0,0,0,0,0
35,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1520.5,01_02_ROS,CTD,7,637529,1502,2.147,34.667,0,170.3,2.31,86.83,33.49,0.02,2352,2261.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27639,0.10566,10.7805,0.13824,0.15544,0.00601,0,0
36,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1771.5,01_01_UCC,UCCTD,6,637454,1749,1.986,34.695999,0,176.7,2.18,92.21,33.17,0.02,0,0,0.02,-0.2,3.6,0.01951,96.4907,0.7197,0.78,0.87805,0.02927,0.14634,0.00293,116.961,6.81,9.36,11.6195,5.86,166.41,25.38,0,0,0,0,0,0,0,0
37,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1773.6,01_02_ROS,CTD,6,637526,1751,1.983,34.698002,0,175.4,2.26,91.93,32.89,0.02,2360.1,2261.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1898.7,01_01_UCC,UCCTD,5,637451,1874,1.913,34.703999,0,179,2.27,94.49,32.9,0.01,0,0,-0.51,-0.18,4.49756,0.0878,98.2029,0.7301,0.68,0.82927,0.00976,0.13658,0.00293,116.799,6.89,8.44,11.6898,5.86,172.03999,26.97,0,0,0,0,0,0,0,0
39,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,1899.7,01_02_ROS,CTD,5,637523,1875,1.904,34.707001,0,177.8,2.24,94.25,32.74,0.02,2358.7,2259.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02439,0.21141,11.2195,0.13824,0.13814,0.00694,0,0
40,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2024.9,01_02_ROS,CTD,4,637520,1998,1.78,34.714001,180.2,181.7,2.23,96.69,32.53,0.01,2359.3,2259.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2028,01_01_UCC,UCCTD,4,637448,2001,1.82,34.712002,179.8,182.3,2.33,95.83,32.63,0.01,0,0,-0.64,-0.19,5.15122,0.03902,100.874,0.7134,0.84,0.97561,0.00976,0.13658,0.00195,116.779,6.97,8.81,11.7141,6.48,172.53999,27.5,0,0,0,0,0,0,0,0
42,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2147.2,01_02_ROS,CTD,3,637517,2118,1.639,34.716999,0,185.3,2.22,99.68,32.3,0.02,2360.3,2258.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2358,1.03249,11.8374,0.79678,0.17275,0.01119,0,0
43,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2152.3,01_01_UCC,UCCTD,3,637445,2123,1.673,34.715,0,186.1,2.35,100.1,32.5,0.01,0,0,-0.76,-0.21,2.4,0.04878,100.582,0.6946,0.89,1.06341,0.01951,0.13658,0.00293,118.69,6.85,8.67,11.7756,6.74,170.42999,28.55,0,0,0,0,0,0,0,0
44,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2274.6,01_02_ROS,CTD,2,637514,2243,1.381,34.717999,0,192,2.21,105.91,32.15,0.01,2361.2,2258.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9919,0.17883,11.7073,0.17883,0.20726,0.00694,0,0
45,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2279.7,01_01_UCC,UCCTD,2,637442,2248,1.341,34.717999,0,195.2,2.38,106.38,32.28,0.01,0,0,-1.35,-0.25,3.13171,0.01951,102.408,0.6997,0.81,0.92683,0.01951,0.11707,0.00488,114.44,6.95,8.51,11.718,6.46,176.36,31.67,0,0,0,0,0,0,0,0
46,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2331.7,01_02_ROS,CTD,1,637511,2299,1.273,34.717999,0,195.4,2.2,107.47,32.33,0.01,2363,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15444,0.17073,11.5773,0.14634,0.24176,0.00694,0,0
47,GA02,1,2011-03-05T19:28:00.000,307.31189,-49.5472,2322,JC057,2344.9,01_01_UCC,UCCTD,1,637439,2312,1.266,34.715,0,197.7,2.19,107.95,32.2,0.01,0,0,-1.9,-0.4,5.22927,0.10732,105.286,0.7067,0.97,1.20976,0.00976,0.12683,0.00195,115.965,6.82,8.36,11.7551,6.33,178.78999,32.25,0,0,0,0,0,0,0,0
48,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,9.1,02_04_UCC,UCCTD,24,637796,9,10.776,34.034,0,278.4,0.96,0.08,12.52,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,10.1,02_01_UCC,UCCTD,24,637652,10,10.123,33.970001,0,285.1,1.03,0.05,13.98,0.17,0,0,-2.71,-0.17,0.94634,0.01951,51.2361,0.06,0.06,0.04878,0.00976,0.06829,0.00098,125.604,4.89,7.91,11.9473,0.12,114.06,11.04,0,0,0,0,0,0,19.5317,0.59512
50,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,11.1,02_02_ROS,CTD,24,637724,11,11.272,34.07,0,280.6,0.91,0,11.62,0.16,2280.4,2065.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,24.2,02_04_UCC,UCCTD,23,637793,24,9.712,33.969002,0,289,1.07,0,14.23,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,25.2,02_01_UCC,UCCTD,23,637649,25,9.715,33.969002,285,289.1,1.07,0,14.35,0.15,0,0,-2.21,-0.19,1.00488,0.03902,49.3961,0.0776,0.05,0.02927,0.00976,0.05854,0,122.624,4.86,8.38,12.1317,0.13,115.08,10.84,0,0,0,0,0,0,20.8585,0.51707
53,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,25.2,02_02_ROS,CTD,23,637721,25,9.836,33.967999,0,289.5,1.06,0,14.25,0.16,2276.9,2074.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81298,0.09756,2.29268,0.06507,0.05181,0.00083,0,0
54,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,45.4,02_01_UCC,UCCTD,22,637646,45,7.856,33.963001,0,294.3,1.28,0.51,16.9,0.16,0,0,-2.75,-0.29,1.09268,0.04878,56.8771,0.222,0.09,0.07805,0,0.0878,0.00195,124.313,4.97,8.17,12.0088,0.18,111.54,10.92,0,0,0,0,0,0,27.2293,0.60488
55,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,48.4,02_05_ROS,CTD,24,637868,48,8.252,33.967999,0,295.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,49.4,02_05_ROS,CTD,22,637862,49,8.255,33.965,0,294.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,50.4,02_05_ROS,CTD,23,637865,50,8.28,33.963001,0,295.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,50.4,02_05_ROS,CTD,21,637859,50,8.212,33.966999,0,295.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,50.4,02_03_ISP,SAP,0,884855,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,50.4,02_05_ROS,CTD,20,637856,50,8.145,33.966999,0,293.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,51.4,02_04_UCC,UCCTD,22,637790,51,8.25,33.974998,0,293.3,1.18,0.25,15.55,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,51.4,02_02_ROS,CTD,22,637718,51,7.839,33.973,0,293,1.27,0.25,16.4,0.17,2276.2,2096.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,51.4,02_04_UCC,UCCTD,21,637787,51,8.475,33.973,0,293.9,1.17,0.13,15.44,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,75.7,02_01_UCC,UCCTD,21,637643,75,6.087,33.98,0,296.4,1.47,1.93,19.23,0.31,0,0,-2.74,-0.27,0.80976,0.03902,65.7785,0.3577,0.11,0.04878,0,0.11707,0.00098,125.35,5.23,8.28,12.0624,0.34,116.01,11.52,0,0,0,0,0,0,32.9463,0.73171
65,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,75.7,02_02_ROS,CTD,21,637715,75,6.119,33.981998,0,293.9,1.47,1.85,19.16,0.3,2277.2,2115.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,98.9,02_01_UCC,UCCTD,20,637640,98,4.929,33.992001,0,298.6,1.63,4.64,21.47,0.56,0,0,-2.98,-0.31,0.67317,0.00976,64.8127,0.437,0.11,0.07805,0,0.13658,0.00293,122.869,5.27,9.2,11.919,0.49,117.74,12.18,0,0,0,0,0,0,39.2976,0.86829
67,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,99.9,02_02_ROS,CTD,20,637712,99,5.058,33.988998,0,296.7,1.6,4.11,21.26,0.53,2276.8,2127.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82927,0.11385,1.20322,0.10566,0.06912,0.00083,0,0
68,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,100.9,02_03_ISP,SAP,0,884858,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,100.9,02_04_UCC,UCCTD,20,637784,100,4.706,33.992001,0,299.7,1.62,4.37,21.89,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,101.9,02_05_ROS,CTD,15,637841,101,4.706,33.988998,0,301.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,101.9,02_05_ROS,CTD,16,637844,101,4.709,33.991001,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,102.9,02_05_ROS,CTD,19,637853,102,4.695,33.991001,0,301.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,103.9,02_05_ROS,CTD,18,637850,103,4.695,33.991001,0,301.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,GA02,2,2011-03-06T23:17:05.000,311.26529,-48.8942,5900,JC057,104.9,02_05_ROS,CTD,17,637847,104,4.681,33.991001,0,301.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
