,Cruise,Station,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Operator's Cruise Name,CTDPRS [dbar],Cast Identifier,Sampling Device,Bottle Number,BODC Bottle Number,DEPTH [m],CTDTMP [deg C],CTDSAL [pss-78],OXYGEN [umol/kg],CTDOXY [umol/kg],PHSPHT [umol/kg],SILCAT [umol/kg],NITRAT [umol/kg],NITRIT [umol/kg],TALK [umol/kg],DIC [umol/kg],H2O_2_D_DELTA_BOTTLE [per mil],H2O_18_D_DELTA_BOTTLE [per mil],Al_D_CONC_BOTTLE [nmol/kg],STANDARD_DEV,Ba_D_CONC_BOTTLE [nmol/kg],Cd_D_CONC_BOTTLE [nmol/kg],Fe_D_CONC_BOTTLE [nmol/kg],Fe_D_CONC_BOTTLE_FIA [nmol/kg],STANDARD_DEV.1,Mn_D_CONC_BOTTLE [nmol/kg],STANDARD_DEV.2,Mo_D_CONC_BOTTLE [nmol/kg],Ni_D_CONC_BOTTLE [nmol/kg],Pb_D_CONC_BOTTLE [pmol/kg],U_D_CONC_BOTTLE [nmol/kg],Zn_D_CONC_BOTTLE [nmol/kg],Y_D_CONC_BOTTLE [pmol/kg],La_D_CONC_BOTTLE [pmol/kg],Pa_231_D_CONC_BOTTLE [uBq/kg],STANDARD_DEV.3,Th_230_D_CONC_BOTTLE [uBq/kg],STANDARD_DEV.4,Th_232_D_CONC_BOTTLE [pmol/kg],STANDARD_DEV.5,Th_234_D_CONC_BOTTLE [mBq/kg],STANDARD_DEV.6
834,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,135.8,15_01_UCC,UCCTD,19,638768,135,21.792,36.576,0,189,0.28,0.69,0.65,0.13,0,0,4.75,0.53,6.73171,0.11707,42.7327,0.0093,1.38,0.23415,0.00976,1.30732,0.01463,146.601,2.57,16.48,13.0624,2.71,96.26,15.05,0,0,0,0,0,0,36.4878,0.83902
835,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,135.8,15_02_ROS,CTD,19,638840,135,21.683,36.534,0,189.2,0.27,0.57,0.68,0.11,2405,2106.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,199.2,15_02_ROS,CTD,18,638837,198,13.823,35.407001,0,109.5,1.32,6.14,20.46,0.01,2324.7,2183.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,201.2,15_01_UCC,UCCTD,18,638765,200,13.812,35.417,0,108.6,1.35,6.26,20.73,0.02,0,0,3.72,0.16,3.69756,0.06829,42.0361,0.162,0.91,0.66342,0,0.25366,0.00293,142.035,3.77,15.61,12.4761,0.29,103.01,16.98,0,0,0,0,0,0,38.2634,0.81951
838,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,247.5,15_02_ROS,CTD,17,638834,246,11.364,35.09,0,94.7,1.69,9.67,26.65,0.01,2308.2,2203.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,250.6,15_01_UCC,UCCTD,17,638762,249,10.998,35.054001,0,93.4,1.75,10.33,27.32,0.02,0,0,1.36,0.02,3.86341,0.01951,43.8263,0.3264,1.23,1.24878,0.01951,0.17561,0.00195,139.036,4.35,16.37,12.5785,0.33,115.15,20.26,0,0,0,0,0,0,43.4049,0.86829
840,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,291.8,15_02_ROS,CTD,16,638831,290,9.823,34.902,91.7,92.4,1.9,12.51,29.88,0,2300.4,2213.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,291.8,15_01_UCC,UCCTD,16,638759,290,9.808,34.904999,0,91.4,1.92,12.6,30,0.02,0,0,0.31,-0.02,4.11707,0.03902,47.5346,0.4272,0.66,0.56585,0,0.17561,0.00195,139.798,4.73,16.47,12.3698,0.52,113.64,19.68,0,0,0,0,0,0,37.7073,0.79024
842,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,402.7,15_01_UCC,UCCTD,15,638756,400,7.766,34.549,0,97.8,2.19,17.37,33.85,0.02,0,0,-0.35,-0.17,4.35122,0.06829,50.6039,0.5833,0.68,0.60488,0.01951,0.17561,0.00293,140.5,5.24,14.96,12.6605,0.97,119.97,20.47,0,0,0,0,0,0,39.0244,0.70244
843,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,402.7,15_02_ROS,CTD,15,638828,400,7.863,34.689999,0,95.8,2.13,17.31,34.01,0.01,2292.8,2223.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,501.4,15_02_ROS,CTD,14,638825,498,6.791,34.592999,0,108.6,2.25,20.75,35.23,0.01,2294.2,2224.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,502.4,15_01_UCC,UCCTD,14,638753,499,6.648,34.583,0,110.6,2.27,20.92,34.97,0.01,0,0,-1.6,-0.2,4.17561,0.01951,53.4878,0.6376,0.66,0.5561,0.00976,0.17561,0.00293,139.43201,5.68,13.16,12.4888,1.34,123.2,20.08,0,0,0,0,0,0,40.2146,0.9561
846,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,754.6,15_02_ROS,CTD,13,638822,749,4.819,34.467999,0,146.7,2.33,29.48,35.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,755.6,15_01_UCC,UCCTD,13,638750,750,4.815,34.472,0,145.7,2.33,29.66,35.01,0.01,0,0,-2.36,-0.26,3.74634,0.06829,61.0049,0.6925,0.62,0.54634,0.01951,0.13658,0.00293,136.382,6.19,11.45,12.3902,2.38,126.41,19.14,0,0,0,0,0,0,39.0927,0.86829
848,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,1008.1,15_01_UCC,UCCTD,12,638747,1000,4.055,34.576,0,165.9,2.19,34.47,32.72,0,0,0,-0.61,-0.03,4.05854,0.04878,69.0683,0.6649,0.64,0.56585,0.00976,0.10732,0.00195,137.57201,6.23,9.02,12.5424,2.47,134.56,19.64,0,0,0,0,0,0,36.1268,1.23902
849,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,1008.1,15_02_ROS,CTD,12,638819,1000,4.062,34.570999,0,165.7,2.24,34.12,32.9,0.01,2309,2216.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,1259.9,15_02_ROS,CTD,11,638816,1249,4.231,34.799999,0,186.8,1.87,26.23,27.8,0.01,2312.2,2201.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,1262.9,15_01_UCC,UCCTD,11,638744,1252,4.227,34.799999,0,186.3,1.85,26.53,27.75,0.01,0,0,-0.01,-0.03,6.96585,0.01951,58.8302,0.5078,0.71,0.61463,0.00976,0.09756,0.00293,140.01199,5.36,10.4,12.5629,1.86,137.63,20.57,0,0,0,0,0,0,0,0
852,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,1514,15_01_UCC,UCCTD,10,638741,1500,4.136,34.938,221.5,220.2,1.49,19.86,22.51,0.01,0,0,0.43,-0.01,10.7415,0.12683,56.4576,0.3763,0.73,0.67317,0.00976,0.10732,0.00195,138.02,4.68,17.25,12.599,1.56,137.71001,21.1,0,0,0,0,0,0,0,0
853,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,1515,15_02_ROS,CTD,10,638813,1501,4.121,34.938999,0,221.4,1.5,19.81,22.48,0.01,2313.4,2177.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,1767.4,15_02_ROS,CTD,9,638810,1750,3.805,34.964001,240.7,238.5,1.34,18.98,20.45,0,2320.1,2168.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,1767.4,15_01_UCC,UCCTD,9,638738,1750,3.799,34.966,0,238.2,1.35,18.89,20.4,0.01,0,0,0.15,0.05,12.8293,0.06829,65.0322,0.3228,0.75,0.71219,0.00976,0.11707,0.00293,140.276,4.3,21.24,12.4888,1.47,134.17,21.31,0,0,0,0,0,0,0,0
856,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,2021,15_02_ROS,CTD,8,638807,2000,3.414,34.946999,0,240.1,1.36,23.81,20.64,0,2321.1,2174.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,2024.1,15_01_UCC,UCCTD,8,638735,2003,3.386,34.946999,0,240.5,1.37,23.94,20.68,0.01,0,0,-0.16,-0.02,14.2049,0.07805,62.1054,0.3397,0.92,0.86829,0.01951,0.12683,0.00098,141.63901,4.73,16.51,12.6449,1.79,137.83,22.57,0,0,0,0,0,0,0,0
858,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,2528.3,15_01_UCC,UCCTD,7,638732,2499,2.965,34.928001,0,240.9,1.41,30.77,20.98,0.02,0,0,-1.13,-0.17,15.6,0.09756,66.759,0.3585,1.38,1.33659,0.00976,0.13658,0.00098,139.381,5.03,12.13,12.6117,2.18,142.46001,24.64,0,0,0,0,0,0,0,0
859,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,2529.3,15_02_ROS,CTD,7,638804,2500,2.967,34.925999,0,240.9,1.38,30.88,21.07,0,2326.7,2177.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,3038.7,15_02_ROS,CTD,6,638801,3000,2.727,34.918999,0,245,1.36,32.32,20.67,0,2328.3,2178.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,3038.7,15_01_UCC,UCCTD,6,638729,3000,2.729,34.919998,0,245.8,1.38,32.38,20.61,0.01,0,0,1.37,-0.14,16.9463,0.0878,68.279,0.3497,0.77,0.81951,0.01951,0.17561,0.00293,139.321,4.85,11.42,12.7102,2.16,142.37,25.97,0,0,0,0,0,0,0,0
862,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,3547.3,15_01_UCC,UCCTD,5,638726,3498,2.509,34.907001,0,249.3,1.38,35.12,20.38,0.01,0,0,0.62,-0.13,18.4683,0.02927,67.0995,0.3515,0.71,0.62439,0,0.1561,0.00293,139.168,4.73,11.02,12.6527,2.31,148.42999,28.99,0,0,0,0,0,0,0,0
863,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,3549.3,15_02_ROS,CTD,5,638798,3500,2.519,34.905998,0,248.8,1.35,34.25,20.48,0.01,2329.2,2179.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,4059.1,15_02_ROS,CTD,4,638795,3998,1.834,34.834,0,237.5,1.65,62.5,24.38,0.01,2345.4,2208.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,4061.1,15_01_UCC,UCCTD,4,638723,4000,1.754,34.827,0,236.3,1.68,66.97,25.41,0.01,0,0,-0.82,-0.17,13.7463,0.03902,82.4663,0.5088,0.59,0.5561,0.01951,0.10732,0.00098,139.82899,5.69,6.71,12.6117,3.98,170.87,37.36,0,0,0,0,0,0,0,0
866,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,4572,15_01_UCC,UCCTD,3,638720,4498,1.014,34.745998,225.1,224.9,2.03,95.91,29.32,0.01,0,0,-1.51,-0.33,8.29268,0.02927,95.8585,0.6627,0.49,0.44878,0.00976,0.09756,0.00293,139.625,6.5,5.55,12.3532,5.78,198.02,46.49,0,0,0,0,0,0,0,0
867,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,4574,15_02_ROS,CTD,3,638792,4500,1.032,34.747002,0,225.3,2.01,96.27,29.34,0.01,2362.7,2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,5088.1,15_02_ROS,CTD,2,638789,5000,0.801,34.716999,220.3,222,2.12,108.03,30.75,0.01,2366.5,2252.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,5089.1,15_01_UCC,UCCTD,2,638717,5001,0.799,34.716999,0,222.2,2.11,107.94,30.82,0,0,0,-2.29,-0.25,7.82439,0.04878,102.081,0.7334,0.39,0.29268,0.01951,0.10732,0.00195,135.914,6.8,4.97,12.4312,6.5,206.64999,49.32,0,0,0,0,0,0,0,0
870,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,5707.5,15_02_ROS,CTD,1,638786,5601,0.676,34.694,0,220.5,2.22,116.79,32,0,2367.5,2256.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,GA02,15,2011-03-23T09:15:29.000,332,-9.15415,5628,JC057,5713.7,15_01_UCC,UCCTD,1,638714,5607,0.676,34.695,0,219.6,2.19,116.35,31.85,0.01,0,0,-2.85,-0.5,5.78537,0.02927,104.377,0.7594,0.38,0.3122,0.00976,0.10732,0.00098,136.931,6.97,5.72,12.4722,7.08,204.64999,47.85,0,0,0,0,0,0,0,0
872,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,10.1,16_01_ROS,CTD,24,638927,10,28.884,36.296001,196,193.7,0.08,0.31,0,0.02,2380.1,2035.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,10.1,16_02_UCC,UCCTD,24,638999,10,28.88,36.282001,193.8,191.1,0.08,0.36,0,0.02,0,0,7.32,0.85,16.0293,0.09756,42.398,0.0037,0.15,0.14634,0.12683,1.64878,0.02927,138.33501,2.29,20.1,13.3083,0.39,105.31,18.33,0,0,0,0,0,0,37.522,0.81951
874,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,25.1,16_01_ROS,CTD,23,638924,25,28.782,36.362,0,194.8,0.09,0.28,0,0.02,2384,2040.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,25.1,16_02_UCC,UCCTD,23,638996,25,28.852,36.323002,0,193.3,0.07,0.36,0,0.03,0,0,7.1,0.9,15.2488,0.09756,38.399,0.0025,0.11,0.09756,0.07805,1.61951,0.03707,135.36501,2.34,18.59,13.0829,0.11,104.27,17.86,0,0,0,0,0,0,36.439,0.90732
876,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,49.3,16_02_UCC,UCCTD,22,638993,49,28.66,36.453999,0,194.5,0.08,0.38,0,0.03,0,0,7.36,0.89,14.9268,0.09756,42.2137,0.0019,0.11,0.07805,0.06829,1.56098,0.02927,136.229,2.29,17.57,12.9522,0.07,102.7,17.13,0,0,0,0,0,0,39.7854,0.83902
877,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,50.3,16_03_ROS,CTD,20,639059,50,28.624,36.446999,0,196.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,50.3,16_03_ROS,CTD,21,639062,50,28.633,36.446999,0,196.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,50.3,16_01_ROS,CTD,22,638921,50,28.668,36.443001,0,195.4,0.09,0.2,0,0.02,2386.8,2042.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,73.4,16_02_UCC,UCCTD,21,638990,73,27.799,36.723,0,201.4,0.08,0.41,0,0.03,0,0,7.58,0.87,14,0.13658,42.1424,0.0021,0.23,0.20488,0,1.60976,0.02439,137.47,2.3,16.64,13.4517,0.08,101.49,16.78,0,0,0,0,0,0,34.2439,0.75122
881,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,74.4,16_01_ROS,CTD,21,638918,74,26.835,36.777,0,208,0.09,0.21,0,0.03,2409.7,2054.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,100.6,16_03_ROS,CTD,16,639047,100,22.366,36.441002,0,175.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,100.6,16_03_ROS,CTD,19,639056,100,22.433,36.456001,0,176.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,100.6,16_03_ROS,CTD,15,639044,100,22.335,36.438999,0,174.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,101.6,16_03_ROS,CTD,17,639050,101,22.366,36.443001,0,175.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,101.6,16_03_ROS,CTD,18,639053,101,22.41,36.450001,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,109.6,16_01_ROS,CTD,20,638915,109,21.734,36.346001,0,164.7,0.48,1.48,3.17,0.2,2383.7,2126.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89434,0.10566,2.58537,0.12195,0.12093,0.00176,0,0
888,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,110.6,16_02_UCC,UCCTD,20,638987,110,20.997,36.265999,0,152.9,0.58,1.9,5.48,0.25,0,0,4.88,0.62,6.25366,0.13658,43.1873,0.0209,0.12,0.07805,0.00976,1.02439,0.01951,136.19901,2.71,15.04,13.0829,0.09,95.07,14.77,0,0,0,0,0,0,36.0976,0.8
889,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,149.9,16_01_ROS,CTD,19,638912,149,15.556,35.613998,0,110,1.25,5.42,18.83,0.04,2334.7,2180.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,149.9,16_02_UCC,UCCTD,19,638984,149,16.228,35.723,0,108.4,1.19,4.89,17.71,0.06,0,0,2.25,0.31,4.74146,0.04878,40.7854,0.1164,0.26,0.79024,0.00976,0.56585,0.01171,134.521,3.16,15.25,12.6322,0.12,99.74,16.95,0,0,0,0,0,0,38.2049,0.85854
891,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,200.2,16_02_UCC,UCCTD,18,638981,199,11.36,35.089001,0,98.9,1.67,9.76,25.98,0.04,0,0,1.67,0.09,4.68293,0.05854,46.0283,0.3237,0.7,0.19512,0.00976,0.19512,0.00683,129.336,4.27,17.66,12.6449,0.38,111.58,19.55,0,0,0,0,0,0,39.3756,0.92683
892,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,201.2,16_01_ROS,CTD,18,638909,200,11.363,35.076,0,110,1.62,9.56,25.15,0.02,2308.8,2194.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,251.5,16_02_UCC,UCCTD,17,638978,250,10.213,34.942001,0,99.7,1.8,11.66,28.19,0.04,0,0,0.8,0.04,4.94634,0.09756,47.5415,0.4009,0.8,0.8,0.01951,0.17561,0.00683,129.16299,4.4,16.75,12.4068,0.47,111.85,19.12,0,0,0,0,0,0,41.9707,0.85854
894,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,251.5,16_01_ROS,CTD,17,638906,250,10.254,34.943001,0,98,1.82,11.74,28.53,0.02,2302.8,2206.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65854,0.11385,3.28459,0.09756,0.18995,0.00083,0,0
895,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,301.9,16_01_ROS,CTD,16,638903,300,9.49,34.852001,94.3,93.2,1.95,13.57,30.74,0.02,2300,2214.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,301.9,16_02_UCC,UCCTD,16,638975,300,9.408,34.848,0,93.6,1.94,13.72,30.83,0.03,0,0,1.12,-0.03,5.20976,0.03902,48.3093,0.4694,0.82,0.78049,0,0.17561,0.00488,129.80299,4.74,16.46,12.4849,0.62,114.58,19.73,0,0,0,0,0,0,39.5902,0.93659
897,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,377.4,16_02_UCC,UCCTD,15,638972,375,8.421,34.754002,0,77.8,2.17,16.71,34.96,0.03,0,0,0.33,0.02,7.4439,0.07805,47.7551,0.5841,0.78,0.70244,0.00976,0.19512,0.0039,128.98,5.14,15.69,12.5629,0.8,120.73,22.14,0,0,0,0,0,0,41.1707,0.92683
898,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,378.4,16_01_ROS,CTD,15,638900,376,8.445,34.751999,0,78.9,2.18,16.64,34.61,0.02,2296.9,2227.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,401.6,16_03_ROS,CTD,5,639014,399,7.988,34.706001,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,10,639029,400,7.994,34.706001,0,85.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,8,639023,400,7.993,34.706001,0,85.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,14,639041,400,7.994,34.706001,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,4,639011,400,7.987,34.705002,0,86.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,11,639032,400,7.993,34.706001,0,85.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,3,639008,400,7.988,34.706001,0,86.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,6,639017,400,7.99,34.706001,0,85.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,402.6,16_03_ROS,CTD,9,639026,400,7.994,34.706001,0,85.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,403.6,16_03_ROS,CTD,13,639038,401,7.992,34.706001,0,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,403.6,16_03_ROS,CTD,12,639035,401,7.993,34.706001,0,85.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,403.6,16_03_ROS,CTD,7,639020,401,7.99,34.706001,0,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,GA02,16,2011-03-24T16:23:26.000,331.53989,-5.677,5549,JC057,502.4,16_01_ROS,CTD,14,638897,499,6.711,34.584,0,114.8,2.25,20.86,34.65,0.03,2294.4,2221.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5041,0.10566,3.98371,0.09756,0.20726,0.00601,0,0
