sampleid,norm_cnt,cnt_norm_cnt
S0003,4.69155790863835E-6,1
S0003,2.7237409002944757E-6,3
S0003,1.9049027878284393E-6,2
S0003,3.3868822044142342E-6,1
S0003,2.9248757567907894E-6,2
S0003,1.781934084093726E-6,4
S0003,2.3449845828480203E-6,1
S0003,2.287789836924898E-6,5
S0003,2.144167474940168E-6,3
S0003,1.7078986629821286E-6,6
S0003,2.5254657810943176E-6,1
S0003,2.4225152384326976E-6,4
S0003,4.246074387614918E-6,2
S0003,3.794235894822251E-6,1
S0003,2.9051753443061584E-6,3
S0003,4.004585460383957E-6,1
S0003,2.8854749318215275E-6,1
S0003,3.0684981187755193E-6,1
S0003,3.094553503029386E-6,1
S0003,2.014843799436219E-6,5
S0003,2.5413532105174073E-6,4
S0003,2.1209718279824575E-6,3
S0003,2.0945986951401287E-6,2
S0003,2.1054021471478297E-6,7
S0003,2.9420341805677262E-6,1
S0003,2.109215130209371E-6,2
S0003,2.010077570609292E-6,3
S0003,3.6623702306106075E-6,1
S0003,4.036042570641674E-6,1
S0003,2.0517026356977867E-6,3
S0003,2.3611897608595716E-6,2
S0003,2.4390381650327104E-6,4
S0003,4.07607889278786E-6,1
S0003,2.202633215217138E-6,1
S0003,2.085066237486275E-6,4
S0003,6.165911359101061E-6,1
S0003,2.840672380848415E-6,2
S0003,2.167363121897879E-6,2
S0003,4.430050820334295E-6,1
S0003,4.720155281599911E-6,1
S0003,3.872719796172313E-6,2
S0003,4.0875178419724845E-6,1
S0003,2.4418979023288666E-6,1
S0003,3.950568200345452E-6,1
S0003,3.994099756964717E-6,1
S0003,2.948706900925424E-6,1
S0003,2.4272814672596243E-6,1
S0003,3.4189748118488752E-6,1
S0003,2.526419026859703E-6,1
S0003,2.588697750198214E-6,2
S0003,2.936314705975414E-6,1
S0003,6.185294022997231E-6,1
S0003,3.041489488756267E-6,1
S0003,6.426147453051269E-6,1
S0003,3.9832963049570166E-6,1
S0003,4.818339595434604E-6,1
S0003,3.3516121110949755E-6,1
S0003,3.0437137288754996E-6,1
S0003,3.991240019668561E-6,1
S0003,2.4984571510750653E-6,1
S0003,4.08847108773787E-6,1
S0003,4.337268232503452E-7,645
S0003,6.068998039620215E-8,3239
S0003,1.7253748353475271E-7,4889
S0003,2.2623699498479547E-7,3195
S0003,2.2909673228095157E-7,3006
S0003,9.087609630007233E-8,5738
S0003,1.2926012578625672E-6,18
S0003,1.786382564332191E-6,9
S0003,4.572402187965178E-7,546
S0003,5.007717754157832E-7,458
S0003,4.3340907466188345E-7,640
S0003,1.1438949184624489E-7,6065
S0003,2.7072179736944627E-7,2179
S0003,2.430776701732704E-7,2759
S0003,1.1820247490778639E-7,6130
S0003,5.992738378389385E-7,265
S0003,4.950523008234709E-7,457
S0003,7.149343240390306E-8,4214
S0003,3.971857355772392E-8,990
S0003,1.3542444840241547E-6,19
S0003,3.3172952635411016E-7,1381
S0003,3.2982303482333944E-7,1345
S0003,3.4380397271565825E-7,1157
S0003,3.978212327541628E-7,781
S0003,3.9305500392723594E-7,830
S0003,6.418521486928185E-7,211
S0003,3.364957551810371E-7,1249
S0003,3.952792440464685E-7,797
S0003,8.413982622468235E-7,93
S0003,8.68089143677614E-7,93
S0003,5.671812304042975E-7,292
S0003,4.912393177619295E-7,435
S0003,1.1712212970701629E-6,35
S0003,1.2068091389778836E-6,31
S0003,5.951431061889353E-7,289
S0003,5.824331626504635E-7,258
S0003,8.544259543737569E-7,103
S0003,1.3323198314202912E-6,20
S0003,1.355515478378002E-6,21
S0003,2.4377671706788633E-6,1
S0003,7.724468185506148E-7,102
S0003,7.486156744159804E-7,135
S0003,9.97730567770025E-7,60
S0003,9.392648274930553E-7,68
S0003,6.745802533043831E-7,211
S0003,1.2023606587394186E-6,26
S0003,7.390832167621267E-7,137
S0003,1.6017706344358902E-6,10
S0003,1.2360420091163685E-6,24
S0003,1.7698596377321778E-6,10
S0003,8.87789556162245E-7,95
S0003,1.1121200596162698E-6,35
S0003,1.2083978819201926E-6,35
S0003,1.2160238480432755E-6,27
S0003,9.888336072930948E-7,62
S0003,1.3383570546010652E-6,20
S0003,5.859283971235433E-7,270
S0003,1.3777578795703274E-6,19
S0003,1.36758992473955E-6,18
S0003,7.562416405390634E-7,121
S0003,9.27508129719969E-7,82
S0003,6.666365385928383E-7,172
S0003,1.1016343561970307E-6,42
S0003,1.56268755805509E-6,16
S0003,9.561055026815302E-7,72
S0003,3.19813954286793E-6,1
S0003,1.0701772459393132E-6,45
S0003,1.728552321232145E-6,7
S0003,8.776216013314678E-7,88
S0003,1.178847263193246E-6,23
S0003,1.859782488266865E-6,5
S0003,8.1947360964296E-7,99
S0003,1.3005449725741121E-6,17
S0003,1.0345894040315928E-6,45
S0003,1.0501590848662205E-6,42
S0003,1.1642308281240035E-6,25
S0003,1.1972766813240299E-6,35
S0003,1.1400819354009074E-6,44
S0003,2.7803001490406744E-6,3
S0003,2.540717713340484E-6,5
S0003,2.2931915629287483E-6,2
S0003,1.2852930403279461E-6,19
S0003,1.158829102120153E-6,24
S0003,1.2608263990163882E-6,20
S0003,1.3888790801664901E-6,20
S0003,1.4937361143588812E-6,12
S0003,2.7469365472521863E-6,1
S0003,2.326872913305698E-6,2
S0003,1.827372132243762E-6,7
S0003,2.1285977941055404E-6,5
S0003,1.4374946142011442E-6,15
S0003,2.2426695373633234E-6,2
S0003,2.6328648039944033E-6,5
S0003,4.548888792419005E-6,2
S0003,2.0250117542669964E-6,4
S0003,1.9700412484631065E-8,19
S0003,1.1995009214432625E-6,35
S0003,1.9792559575284986E-6,9
S0003,1.769541889143716E-6,5
S0003,3.306491811533401E-6,3
S0003,2.2004089750979053E-6,5
S0003,2.3913758767634416E-6,2
S0003,2.4530191029250295E-6,5
S0003,3.074535341956293E-6,1
S0003,1.8585114939130176E-6,6
S0003,2.5683618405366596E-6,3
S0003,1.3399457975433743E-6,17
S0003,2.10190691267475E-6,5
S0003,2.484158464594285E-6,1
S0003,2.5216527980327764E-6,5
S0003,1.4012712751165E-6,18
S0003,1.5340901850935287E-6,14
S0003,3.8565146181607615E-6,3
S0003,2.0253295028554584E-6,2
S0003,1.6001818914935813E-6,8
S0003,4.25878433115339E-6,1
S0003,3.1695421699063687E-6,2
S0003,3.1425335398871164E-6,2
S0003,1.4692694730473233E-6,13
S0003,2.2699959159710377E-6,1
S0003,2.887381423352298E-6,3
S0003,2.2563327266671806E-6,1
S0003,2.366909235451884E-6,1
S0003,1.6977307081513513E-6,8
S0003,1.7784388496206462E-6,6
S0003,2.3862918993480533E-6,3
S0003,1.721244103697524E-6,6
S0003,3.410077851371945E-6,1
S0003,2.526736775448165E-6,2
S0003,2.9372679517407995E-6,1
S0003,1.5318659449742963E-6,9
S0003,1.8785296549861106E-6,6
S0003,2.378983681813432E-6,3
S0003,2.3373586167249375E-6,2
S0003,1.8921928442899677E-6,4
S0003,7.3647767833674E-6,1
S0003,3.871766550406928E-6,1
S0003,2.817158985302242E-6,2
S0003,1.87312792898226E-6,7
S0003,2.9388566946831085E-6,2
S0003,5.687064236289142E-6,1
S0003,7.632321094852229E-6,1
S0003,3.231503144656418E-6,1
S0003,2.122560570924766E-6,1
S0003,3.2308676474794947E-6,2
S0003,4.397322715722731E-6,1
S0003,2.7466187986637247E-6,1
S0003,5.550432343250571E-6,1
S0003,2.6595556854251936E-6,1
S0003,4.38302402924195E-6,1
S0003,3.2651844950333683E-6,1
S0003,2.8047667903522326E-6,1
S0003,5.801135979546925E-6,1
S0003,2.733273357948329E-6,1
S0003,2.5016346369596834E-6,4
S0003,3.4078536112527123E-6,1
S0003,3.166046935433289E-6,1
S0003,3.1704954156717543E-6,1
S0003,5.295280226715753E-6,2
S0003,8.941763027903271E-6,1
S0003,2.7987295671714583E-6,1
S0003,3.0977309889140042E-6,1
S0003,6.527827001359042E-6,1
S0003,3.7090792731144908E-6,1
S0003,3.7640497789183805E-6,1
S0003,2.9480714037485005E-6,1
S0003,3.198457291456392E-6,1
S0003,2.7936455897560696E-6,1
S0003,3.0710401074832135E-6,1
S0003,9.642716414049983E-6,1
S0003,1.433046133962679E-7,5794
S0003,3.7271909426568127E-7,977
S0003,1.7730371236167957E-7,4658
S0003,5.999093350158621E-7,262
S0003,2.2528374921941008E-7,3085
S0003,2.459374074694265E-7,2737
S0003,8.134363864621859E-8,5039
S0003,1.769859637732178E-7,4746
S0003,1.328189099770288E-7,6070
S0003,1.8937815872322765E-7,4286
S0003,9.91375596000789E-8,6153
S0003,5.0204276976963036E-8,1996
S0003,5.624150015773707E-8,2748
S0003,2.586473510078982E-7,2345
S0003,1.5283707105012164E-7,5428
S0003,1.1184750313855056E-7,6101
S0003,1.3440765291933775E-7,6069
S0003,8.388562735391292E-8,5256
S0003,2.980481759771603E-7,1635
S0003,4.591467103272885E-7,528
S0003,6.202452446774167E-7,258
S0003,7.902407395044751E-7,118
S0003,1.6793012900205674E-6,13
S0003,1.250340695597149E-6,30
S0003,6.911031799043963E-7,166
S0003,6.148435186735663E-7,231
S0003,4.7217440245422195E-7,518
S0003,5.064912500080955E-7,428
S0003,4.559692244426706E-7,558
S0003,4.874263347003879E-7,514
S0003,3.155243483425588E-7,1500
S0003,4.5120299561574376E-8,1511
S0003,3.3808449812334603E-7,1301
S0003,7.67680589723688E-7,119
S0003,4.2832509724649477E-7,695
S0003,5.875171400658523E-7,248
S0003,4.899683234080823E-7,496
S0003,8.207446039968071E-7,108
S0003,7.123923353313362E-7,140
S0003,1.056831805223918E-6,42
S0003,2.020563274028531E-6,7
S0003,1.101316607608569E-6,40
S0003,9.116207002968794E-7,76
S0003,9.964595734161777E-7,64
S0003,6.663187900043765E-7,189
S0003,5.115752274234841E-7,446
S0003,1.0450751074508318E-6,43
S0003,9.252838896007365E-7,92
S0003,6.170677587927988E-7,226
S0003,1.0638222741700774E-6,42
S0003,1.7660466546706364E-6,11
S0003,8.553792001391424E-7,95
S0003,6.818884708390042E-7,156
S0003,2.8489338441484212E-6,2
S0003,1.0422153701546756E-6,54
S0003,1.4648209928088583E-6,15
S0003,2.533091747217401E-6,4
S0003,1.3285068483587497E-6,28
S0003,7.320927478159673E-7,152
S0003,1.0879711668931736E-6,36
S0003,7.317749992275055E-7,140
S0003,8.426692566006707E-7,97
S0003,2.1057198957362913E-6,2
S0003,1.0581027995777652E-6,52
S0003,1.0527010735739149E-6,50
S0003,1.983386689178502E-6,6
S0003,2.4053568146557608E-6,6
S0003,1.0453928560392935E-6,58
S0003,1.3685431705049354E-6,20
S0003,1.8324561096591508E-6,4
S0003,1.076532217708549E-6,33
S0003,1.501679829070426E-6,15
S0003,1.3034047098702682E-6,14
S0003,1.0323651639123602E-6,46
S0003,1.7971860163398919E-6,11
S0003,4.4767598628381784E-6,1
S0003,1.6700865809551755E-6,10
S0003,1.3771223823934038E-6,17
S0003,1.1095780709085754E-6,40
S0003,1.7342717958244573E-6,4
S0003,1.4870633940011836E-6,10
S0003,1.8086249655245164E-6,11
S0003,1.7561964484283209E-6,8
S0003,1.8858378725207317E-6,8
S0003,2.710713208167542E-6,2
S0003,6.502407114282098E-6,1
S0003,7.031776262659443E-6,1
S0003,2.694190281567529E-6,2
S0003,2.2337725768863935E-6,7
S0003,1.16359533094708E-6,27
S0003,2.0644125792362583E-6,8
S0003,9.602362343315334E-7,52
S0003,2.3294149020133926E-6,1
S0003,3.5320933093412728E-6,1
S0003,2.503858877078916E-6,2
S0003,1.3841128513395632E-6,16
S0003,2.2197916389940743E-6,5
S0003,2.354834789090336E-6,5
S0003,2.1527466868286366E-6,2
S0003,1.5541083461666216E-6,15
S0003,1.9551070648054025E-6,6
S0003,1.8756699176899544E-6,6
S0003,2.4361784277365543E-6,2
S0003,1.806082976816822E-6,7
S0003,2.876895719933059E-6,1
S0003,5.729007049966098E-6,1
S0003,2.5149800776750786E-6,2
S0003,2.0628238362939497E-6,5
S0003,2.1645033846017227E-6,5
S0003,1.373944896508786E-6,14
S0003,1.5270997161473693E-6,7
S0003,1.6761238041359495E-6,6
S0003,2.5852025157251345E-6,2
S0003,1.833727104012998E-6,3
S0003,2.22964184523639E-6,2
S0003,2.044076669574704E-6,2
S0003,1.6993194510936602E-6,12
S0003,3.8587388582799945E-6,1
S0003,2.0647303278247203E-6,6
S0003,2.745983301486801E-6,3
S0003,2.8197009740099368E-6,2
S0003,1.9004543075899741E-6,4
S0003,1.8327738582476126E-6,4
S0003,2.3065370036441435E-6,1
S0003,5.978757440497066E-6,1
S0003,3.0020886637870047E-6,5
S0003,2.7564690049060402E-6,2
S0003,2.418384506782694E-6,2
S0003,1.80926046270144E-6,3
S0003,1.8556517566168617E-6,6
S0003,1.5922381767820365E-6,8
S0003,2.8184299796560893E-6,1
S0003,2.112074867505527E-6,5
S0003,2.3936001168826742E-6,2
S0003,2.375806195928814E-6,2
S0003,3.7287796855991217E-6,2
S0003,2.2693604187941137E-6,6
S0003,1.8019522451668189E-6,4
S0003,3.5861105693797774E-6,2
S0003,2.8988203725369226E-6,2
S0003,1.9395373839707747E-6,4
S0003,4.4990022640305036E-6,1
S0003,2.8603727933330458E-6,1
S0003,2.3325923878980103E-6,3
S0003,2.348162068732638E-6,3
S0003,3.0271908022754863E-6,2
S0003,2.672583377552127E-6,1
S0003,4.080209624437863E-6,1
S0003,1.8483435390822404E-6,4
S0003,7.648844021452242E-6,1
S0003,2.7148439398175453E-6,2
S0003,3.181934364856379E-6,1
S0003,3.9423067370454456E-6,1
S0003,2.9798462625946795E-6,2
S0003,4.09387281374172E-6,1
S0003,2.6172951231597755E-6,1
S0003,3.0955067487947716E-6,3
S0003,3.3103047945949425E-6,1
S0003,3.106945697979396E-6,2
S0003,3.123468624579409E-6,1
S0003,2.639537524352101E-6,2
S0003,2.7405815754829505E-6,2
S0003,2.3570590292095684E-6,2
S0003,2.4422156509173285E-6,2
S0003,2.287154339747974E-6,2
S0003,3.353518602625746E-6,1
S0003,6.0512041186663546E-6,1
S0003,3.6665009622606107E-6,2
S0003,2.397413099944216E-6,1
S0003,2.8136637508291625E-6,1
S0003,5.778575829766137E-6,1
S0003,4.928916104219307E-6,1
S0003,3.5737183744297677E-6,1
S0003,2.7297781234752495E-6,1
S0003,4.373491571588096E-6,1
S0003,2.1034956556170589E-7,3563
S0003,3.2410356023102717E-7,1425
S0003,8.356787876545113E-8,5146
S0003,2.3418070969634023E-7,2924
S0003,4.276896000695712E-7,639
S0003,7.02224380500559E-8,4218
S0003,5.6559248746198866E-8,2764
S0003,2.580118538309746E-7,2449
S0003,2.1924652603863604E-7,3379
S0003,1.0581027995777652E-7,6211
S0003,7.085793522697947E-8,4225
S0003,6.469361261082073E-7,224
S0003,6.132547757312574E-7,241
S0003,2.624603340694397E-7,2302
S0003,5.401726003850454E-7,376
S0003,4.886973290542351E-7,449
S0003,2.1765778309632708E-7,3464
S0003,7.149343240390306E-7,149
S0003,9.96141824827716E-7,58
S0003,1.111802311027808E-6,48
S0003,6.558330865851373E-7,187
S0003,5.576487727504438E-7,347
S0003,6.618703097659114E-7,191
S0003,6.876079454313165E-7,176
S0003,5.690877219350684E-7,326
S0003,5.096687358927134E-7,437
S0003,4.0195196440416606E-7,799
S0003,3.202905771694857E-7,1383
S0003,4.270541028926476E-7,710
S0003,9.157514319468828E-7,81
S0003,6.501136119928252E-7,208
S0003,3.7017710555798695E-7,978
S0003,1.5572858320512395E-6,10
S0003,5.28415902611959E-7,386
S0003,6.177032559697224E-7,254
S0003,5.401726003850453E-8,2542
S0003,1.0256924435546626E-6,54
S0003,5.099864844811752E-7,465
S0003,4.718566538657602E-7,510
S0003,1.043486364508523E-6,47
S0003,7.591013778352196E-7,143
S0003,4.070677166784009E-6,2
S0003,1.0771677148854728E-6,44
S0003,1.4327283853742173E-6,18
S0003,1.5556970891089305E-6,6
S0003,1.1912394581432558E-6,41
S0003,4.5882896173882674E-7,552
S0003,1.798774759282201E-6,7
S0003,2.398684094298063E-6,3
S0003,4.93463557881162E-7,447
S0003,5.465275721542812E-7,371
S0003,2.8810264515830623E-6,4
S0003,2.0822065001901187E-6,5
S0003,6.580573267043699E-7,193
S0003,3.9813898134262456E-7,822
S0003,8.585566860237603E-7,73
S0003,8.750796126237734E-7,87
S0003,5.201544393119525E-7,400
S0003,1.276396079851016E-6,29
S0003,1.5728555128858673E-6,12
S0003,1.0867001725393265E-6,40
S0003,1.7396735218283078E-6,5
S0003,3.5800733461990035E-6,2
S0003,9.297323698392016E-7,69
S0003,1.2757605826740924E-6,31
S0003,9.866093671738622E-7,51
S0003,1.4241491734857489E-6,17
S0003,6.980936488505556E-7,164
S0003,9.770769095200085E-7,61
S0003,7.880164993852426E-7,137
S0003,1.5004088347165788E-6,9
