sampleid,norm_cnt,cnt_norm_cnt
S0004,2.1740237672866594E-6,5
S0004,1.7088211593840806E-6,21
S0004,3.3556922609746827E-6,3
S0004,1.8007842886551446E-6,22
S0004,2.310621720806441E-6,10
S0004,2.0797519402096272E-6,15
S0004,1.9543126927520254E-6,12
S0004,1.8469582447745072E-6,15
S0004,2.6777046719553743E-6,6
S0004,1.787316884786997E-6,10
S0004,1.7295994396377937E-6,17
S0004,2.205960753602552E-6,6
S0004,4.8197914529261415E-6,1
S0004,1.9539279097843643E-6,6
S0004,2.6661611829255334E-6,4
S0004,2.2063455365702136E-6,7
S0004,2.6338394136419796E-6,4
S0004,3.247568247061842E-6,3
S0004,6.578634398106198E-6,1
S0004,3.708538242320146E-6,1
S0004,7.573683152478463E-6,1
S0004,3.2375638899026465E-6,3
S0004,2.613830699323589E-6,3
S0004,2.9832223482784907E-6,2
S0004,1.0542283747985823E-5,1
S0004,4.505038985379153E-6,1
S0004,4.9794763845056035E-6,1
S0004,3.972884141103498E-6,1
S0004,3.901314509118485E-6,1
S0004,2.1921085667667432E-6,5
S0004,5.275374486637186E-6,1
S0004,6.036859979639009E-6,1
S0004,2.9451288344800163E-6,1
S0004,5.004102494435931E-6,1
S0004,2.4483740232292063E-6,2
S0004,2.3040804103561977E-6,8
S0004,3.5284598134546314E-6,2
S0004,3.3175987471762087E-6,1
S0004,7.30010246247124E-6,1
S0004,3.3637727032955714E-6,4
S0004,2.714259053883203E-6,7
S0004,9.274423869541655E-6,1
S0004,3.884384058541385E-6,1
S0004,3.601568577310289E-6,5
S0004,3.489211950753173E-6,2
S0004,5.573581286574737E-6,1
S0004,2.9701397273780045E-6,4
S0004,3.8547557700314615E-6,4
S0004,8.655308074574534E-6,1
S0004,3.869762305770254E-6,2
S0004,2.1436259128414125E-6,7
S0004,3.0524832824575347E-6,3
S0004,2.791215647415474E-6,4
S0004,5.725570558800972E-6,1
S0004,7.287404624538415E-6,1
S0004,4.168353888675466E-6,1
S0004,3.870916654673238E-6,1
S0004,6.182307941415001E-6,1
S0004,3.509605448039225E-6,1
S0004,2.708872092335944E-6,3
S0004,3.301437862534432E-6,1
S0004,4.944076351480759E-6,1
S0004,4.858654532659938E-6,1
S0004,5.832925006778491E-6,1
S0004,3.580020731121253E-6,2
S0004,5.599361745408048E-6,1
S0004,4.549289026660208E-6,1
S0004,2.613445916355928E-6,4
S0004,5.515094275490211E-6,1
S0004,3.230637796484742E-6,1
S0004,7.185821921075817E-6,1
S0004,2.884333125589522E-6,1
S0004,4.521969435956252E-6,1
S0004,4.394991056628005E-6,1
S0004,6.999586964727721E-6,1
S0004,3.9594167372353496E-6,2
S0004,3.6754469071012696E-6,1
S0004,3.754327415471847E-6,2
S0004,5.450835519890765E-6,2
S0004,5.908342468440117E-6,1
S0004,5.734035784089522E-6,1
S0004,3.945564550399541E-6,1
S0004,3.5684772420914127E-6,1
S0004,3.526920681583986E-6,1
S0004,6.28119716410397E-6,1
S0004,9.686141644939306E-6,1
S0004,3.7727969979195925E-6,1
S0004,1.1274140952477722E-7,7397
S0004,1.7392190138293277E-7,3862
S0004,1.4702557194340401E-6,43
S0004,2.689632943952876E-7,1842
S0004,5.032961217010532E-7,523
S0004,7.580224462928707E-8,9510
S0004,1.1177945210562382E-6,77
S0004,4.201830006862004E-7,724
S0004,7.791855095142453E-7,184
S0004,3.697764319225628E-7,923
S0004,8.041964024122334E-7,166
S0004,7.780311606112612E-7,203
S0004,5.094526491836349E-7,507
S0004,1.8084799480083718E-8,258
S0004,3.1975464612658654E-7,1262
S0004,9.496443641882258E-7,107
S0004,1.3925295599664461E-6,29
S0004,3.020546296141642E-7,1392
S0004,5.390809376935593E-7,397
S0004,8.142007595714286E-7,159
S0004,6.356614625765595E-7,305
S0004,8.257442486012693E-7,158
S0004,6.914549928874562E-7,211
S0004,1.1031727682851068E-6,69
S0004,1.2524685597377128E-6,53
S0004,5.725570558800972E-7,345
S0004,1.2620881339292466E-6,62
S0004,6.625962703128545E-7,297
S0004,5.109917810542803E-7,458
S0004,5.21380921181137E-7,440
S0004,1.6938146236452877E-6,28
S0004,2.7131047049802187E-6,5
S0004,3.5850229097008507E-6,3
S0004,1.567605810252363E-6,30
S0004,6.210397098054281E-7,303
S0004,1.1027879853174453E-6,77
S0004,8.361333887281258E-7,179
S0004,1.374059977518701E-6,36
S0004,1.2136054800039157E-6,40
S0004,7.57252880357548E-7,178
S0004,1.0858575347403457E-6,72
S0004,2.928583166870578E-6,2
S0004,2.415667470977991E-6,7
S0004,9.296356498698353E-7,114
S0004,1.7353711841527141E-6,19
S0004,1.2540076916083582E-6,56
S0004,7.28009374815285E-7,212
S0004,7.418615616510937E-7,218
S0004,1.0115944219817042E-6,90
S0004,1.2890229416655415E-6,39
S0004,1.2763251037327168E-6,52
S0004,5.671700943328383E-7,413
S0004,2.991302790599379E-6,3
S0004,2.1663281079334323E-6,7
S0004,1.8819734948316906E-6,7
S0004,2.2648325476547394E-6,6
S0004,4.905213271746962E-6,2
S0004,2.8577831008208885E-6,5
S0004,8.095833639594923E-7,160
S0004,1.1497315073721308E-6,52
S0004,1.8946713327645154E-6,22
S0004,4.0567668280536725E-6,2
S0004,1.9031365580530652E-6,8
S0004,1.2409250707078721E-6,56
S0004,2.6111372185499594E-6,8
S0004,1.5110427140061437E-6,36
S0004,1.9089083025679855E-6,21
S0004,1.4891100848494464E-6,30
S0004,1.866197393157575E-6,14
S0004,1.4198491506704024E-6,28
S0004,1.2778642356033622E-6,37
S0004,1.4160013209937888E-6,36
S0004,2.4383696660700108E-6,5
S0004,1.83349084090636E-6,15
S0004,1.5864601756677695E-6,29
S0004,2.985146263116797E-6,4
S0004,2.3614130725377397E-6,9
S0004,1.6030058432772077E-6,28
S0004,9.885074439220228E-7,80
S0004,4.213758278859506E-6,1
S0004,1.8415712832272483E-6,14
S0004,1.890053937152579E-6,16
S0004,1.5529840574812315E-6,24
S0004,1.3575143099092628E-6,35
S0004,3.427261892959695E-6,3
S0004,3.227944315711113E-6,4
S0004,4.208756100279909E-6,4
S0004,2.4245174792342023E-6,7
S0004,1.3625164884888604E-6,36
S0004,2.475308830965501E-6,6
S0004,2.33024565215717E-6,10
S0004,5.274989703669525E-6,1
S0004,3.841673149130975E-6,3
S0004,1.7122842060930328E-6,23
S0004,3.1736899172708616E-6,3
S0004,2.257521671269174E-6,6
S0004,1.5225862030359844E-6,29
S0004,1.9897127257768703E-6,12
S0004,3.1486790243728734E-6,3
S0004,1.7719255660805428E-6,20
S0004,2.816996106248785E-6,4
S0004,2.5234067019231705E-6,6
S0004,2.7334982022662705E-6,10
S0004,3.44573147540744E-6,2
S0004,1.8300277941974077E-6,16
S0004,1.6872733131950446E-6,23
S0004,2.7354221171045774E-6,4
S0004,4.917526326712126E-6,2
S0004,2.0882171654981774E-6,12
S0004,4.593154284973603E-6,1
S0004,3.7901122314643536E-6,3
S0004,1.5560623212225224E-6,25
S0004,3.6300425169172296E-6,1
S0004,1.695353755515933E-6,21
S0004,2.437600100134688E-6,1
S0004,2.6619285702812585E-6,4
S0004,3.1594529474673916E-6,5
S0004,2.4218239984605727E-6,12
S0004,2.244823833336349E-6,6
S0004,3.3226009257558063E-6,2
S0004,2.322934775771604E-6,7
S0004,4.2291495975659604E-6,1
S0004,1.8773560992197543E-6,14
S0004,2.7785178094826494E-6,2
S0004,3.4095618764472725E-6,2
S0004,3.5122989288128545E-6,4
S0004,3.1952377634598976E-6,3
S0004,5.195339629363624E-6,1
S0004,2.9605201531864705E-6,6
S0004,3.0782637412908456E-6,3
S0004,3.6108033685341616E-6,5
S0004,2.8039134853482987E-6,2
S0004,3.7470165390862816E-6,1
S0004,5.380035453841075E-6,1
S0004,3.2748878377657983E-6,1
S0004,1.9939453384211452E-6,13
S0004,5.007565541144883E-6,1
S0004,2.813917842507494E-6,2
S0004,3.4761293298526874E-6,2
S0004,2.7981417408333785E-6,5
S0004,3.6519751460739267E-6,1
S0004,2.7361916830399E-6,2
S0004,3.538464170613827E-6,2
S0004,2.004719261515663E-6,6
S0004,7.808785545719553E-6,1
S0004,2.1636346271598028E-6,8
S0004,2.431828355619768E-6,4
S0004,8.632221096514853E-6,1
S0004,2.9632136339601E-6,3
S0004,4.0933212099815016E-6,1
S0004,1.054690114359776E-5,1
S0004,3.875149267317513E-6,1
S0004,4.693967422500878E-6,1
S0004,2.8185352381194303E-6,3
S0004,2.9128070651964625E-6,3
S0004,3.352613997233392E-6,3
S0004,5.778670608338239E-6,1
S0004,7.144650143536052E-6,1
S0004,3.609649019631178E-6,3
S0004,2.477232745803808E-6,5
S0004,3.0455571890396303E-6,3
S0004,5.106454763833851E-6,1
S0004,4.46463677377471E-6,2
S0004,7.96731612839603E-6,1
S0004,3.65005123123562E-6,1
S0004,2.7665895374851474E-6,1
S0004,4.967932895475763E-6,1
S0004,3.588485956409803E-6,2
S0004,6.473588647934648E-6,1
S0004,3.56770767615609E-6,2
S0004,5.191876582654672E-6,1
S0004,4.154501701839657E-6,1
S0004,2.9181940267437216E-6,1
S0004,3.3857053324522685E-6,2
S0004,4.62085865864522E-6,1
S0004,3.579635948153592E-6,1
S0004,5.129156958925871E-6,1
S0004,5.101837368221915E-6,1
S0004,4.1437277787451395E-6,1
S0004,4.087549465466581E-6,1
S0004,3.605801189954564E-6,1
S0004,8.33940125812456E-6,1
S0004,4.891745867878815E-6,2
S0004,2.716567751689171E-6,2
S0004,8.334399079544964E-6,1
S0004,6.350073315315352E-6,1
S0004,4.508502032088105E-6,1
S0004,7.150037105083311E-6,1
S0004,3.826666613392182E-6,1
S0004,3.998664599936808E-6,1
S0004,5.451220302858426E-6,1
S0004,3.3910922939995276E-6,1
S0004,3.7828013550787876E-6,1
S0004,3.86283621235235E-6,1
S0004,3.7685643852753176E-6,1
S0004,1.4160782775873212E-5,1
S0004,2.2779151685552257E-7,2462
S0004,4.394221490692682E-7,673
S0004,2.489545800768971E-7,2026
S0004,3.636199044399811E-7,941
S0004,8.580660178848231E-8,9178
S0004,1.4814144254962194E-7,5060
S0004,3.770873083081286E-8,3865
S0004,1.5083492332325144E-7,4925
S0004,3.359155307683635E-7,1151
S0004,3.790112231464353E-7,906
S0004,1.0543053313921145E-7,7840
S0004,1.2543924745760195E-6,47
S0004,2.0816758550479343E-7,2908
S0004,1.0031291966931542E-6,95
S0004,4.855961051886309E-7,526
S0004,1.49295791452606E-7,5020
S0004,8.626834134967594E-7,137
S0004,1.9662409647495274E-7,3151
S0004,2.9743723400222793E-7,1502
S0004,1.9931757724858224E-7,3028
S0004,4.3249605565136376E-7,693
S0004,1.0693118671309075E-6,72
S0004,2.735806900072239E-7,1761
S0004,3.186002972236025E-7,1322
S0004,6.714462785690656E-7,260
S0004,3.9709602262651903E-7,820
S0004,2.231741212435863E-8,622
S0004,3.628503385046584E-7,1023
S0004,2.9820679993755065E-7,1401
S0004,9.146291141310424E-7,105
S0004,4.486569402931407E-7,644
S0004,3.5361554728078587E-7,1089
S0004,8.688399409793411E-7,134
S0004,2.778133026514988E-7,1628
S0004,3.043633274201323E-7,1441
S0004,9.488747982529031E-7,124
S0004,7.687963693873886E-7,186
S0004,2.6069046059056845E-6,12
S0004,6.537462620566433E-7,279
S0004,1.885436541540643E-8,302
S0004,9.619574191533893E-7,106
S0004,6.752941082456792E-7,261
S0004,2.1143824072991494E-6,9
S0004,8.942356168449906E-7,110
S0004,1.372905628615717E-6,38
S0004,1.132801056795031E-6,69
S0004,1.2643968317352148E-6,52
S0004,1.2647816147028762E-6,43
S0004,5.821766300716312E-7,391
S0004,1.1755119662054415E-6,72
S0004,2.174408550254321E-6,8
S0004,6.19885360902444E-7,275
S0004,9.696530785066164E-7,109
S0004,9.63881333991696E-7,85
S0004,1.3132642686282068E-6,50
S0004,1.8654278272222523E-6,11
S0004,1.1732032683994735E-6,52
S0004,2.913576631131785E-6,3
S0004,2.0451214731201054E-6,17
S0004,1.2617033509615853E-6,59
S0004,6.983810863053605E-7,224
S0004,1.5868449586354308E-6,18
S0004,2.0993758715603568E-6,9
S0004,8.846160426534567E-7,134
S0004,1.2189924415511748E-6,55
S0004,2.945513617447678E-6,7
S0004,8.769203833002296E-7,112
S0004,1.4675622386604106E-6,30
S0004,3.257572604221037E-6,1
S0004,1.384833900613219E-6,30
S0004,1.2659359636058602E-6,63
S0004,1.8365691046476506E-6,12
S0004,5.082983002806509E-6,3
S0004,2.696174254403119E-6,5
S0004,1.2832511971506213E-6,38
S0004,5.0298829532692415E-6,2
S0004,1.3852186835808804E-6,38
S0004,1.4498622221479881E-6,31
S0004,2.165943324965771E-6,11
S0004,1.1428054139542264E-6,63
S0004,1.6684189477796381E-6,25
S0004,1.859656082707332E-6,20
S0004,2.8693265898507294E-6,3
S0004,1.8958256816674994E-6,9
S0004,2.569580658042533E-6,3
S0004,2.868172240947745E-6,3
S0004,1.8558082530307183E-6,10
S0004,4.468099820483662E-6,1
S0004,2.3298608691895085E-6,10
S0004,1.4360100353121795E-6,36
S0004,2.3906565780800028E-6,4
S0004,1.7692320853069135E-6,16
S0004,2.3987370204008914E-6,4
S0004,1.8046321183317581E-6,26
S0004,2.793524345221442E-6,9
S0004,2.0289605884783286E-6,11
S0004,1.5652971124463948E-6,27
S0004,1.7015102829985148E-6,6
S0004,3.4407292968278425E-6,4
S0004,1.6557211098468135E-6,20
S0004,1.2632424828322306E-6,36
S0004,1.8565778189660412E-6,12
S0004,6.3196754608701054E-6,1
S0004,2.3656456851820145E-6,8
S0004,3.368774881875169E-6,7
S0004,3.1917747167509454E-6,3
S0004,2.340250009316365E-6,7
S0004,2.190569434896098E-6,14
S0004,2.3217804268686203E-6,7
S0004,3.4334184204422765E-6,3
S0004,3.0328593511068056E-6,4
S0004,1.615318898242371E-6,17
S0004,6.410869024205847E-6,1
S0004,2.6757807571170674E-6,5
S0004,2.4195153006546043E-6,8
S0004,1.488725301881785E-6,29
S0004,2.951285361962598E-6,3
S0004,1.6957385384835944E-6,13
S0004,2.832387424955239E-6,2
S0004,1.3549747423226978E-5,1
S0004,2.0308845033166354E-6,18
S0004,2.8770222492039565E-6,3
S0004,5.062204722552795E-6,1
S0004,2.641150290027545E-6,8
S0004,2.180949860704564E-6,8
S0004,5.867555473868012E-6,2
S0004,2.748119955037402E-6,8
S0004,3.847060110678234E-6,1
S0004,2.671163361505131E-6,3
S0004,2.2428999184980423E-6,3
S0004,3.4276466759273563E-6,5
S0004,2.753122133617E-6,2
S0004,1.3262699329351607E-5,1
S0004,3.498831524944707E-6,3
S0004,2.4576088144530788E-6,7
S0004,7.604081006923711E-6,1
S0004,4.142188646874494E-6,3
S0004,4.58391949374973E-6,2
S0004,2.9666766806690523E-6,4
S0004,2.904726622875574E-6,7
S0004,2.387578314338712E-6,2
S0004,8.392116524694167E-6,1
S0004,4.384601916501148E-6,3
S0004,4.052534215409398E-6,1
S0004,3.329142236206049E-6,2
S0004,1.8808191459287066E-6,11
S0004,3.4684336704994602E-6,3
S0004,5.914498995922698E-6,1
S0004,3.5076815332009185E-6,2
S0004,4.472332433127937E-6,3
S0004,2.663467702151904E-6,2
S0004,2.8935679168133945E-6,5
S0004,3.1640703430793276E-6,6
S0004,2.4241326962665408E-6,4
S0004,3.216016043713611E-6,1
S0004,3.321061793885161E-6,4
S0004,4.545056414015933E-6,1
S0004,2.9982288840172834E-6,4
S0004,2.4468348913585605E-6,7
S0004,2.5984393806171348E-6,3
S0004,5.326550621336147E-6,1
S0004,4.377291040115582E-6,2
S0004,5.455068132535039E-6,1
S0004,3.2906639394399136E-6,2
S0004,2.2355890421124763E-6,6
S0004,3.673138209295301E-6,2
S0004,4.329577952125574E-6,2
S0004,5.9472055481739134E-6,1
S0004,6.579788747009182E-6,1
S0004,2.7427329934901434E-6,2
S0004,5.564346495350865E-6,1
S0004,3.054407197295841E-6,3
S0004,4.2391539547251555E-6,2
S0004,4.8913610849111535E-6,1
S0004,3.484594555141237E-6,3
S0004,2.912422282228801E-6,4
S0004,3.403405348964691E-6,2
S0004,7.546363561774507E-6,1
S0004,4.067155968180529E-6,1
S0004,3.224866051969822E-6,1
S0004,2.524945833793816E-6,6
S0004,2.738115597878207E-6,4
S0004,2.9247353371939645E-6,3
S0004,4.9390741729011615E-6,1
S0004,5.734805350024845E-6,2
S0004,3.782031789143465E-6,1
S0004,3.1617616452733596E-6,1
S0004,4.579686881105455E-6,1
S0004,1.3155344881374088E-5,1
S0004,4.7693848841625035E-6,1
S0004,1.0389140126856604E-8,3
S0004,3.4491945221163923E-6,4
S0004,3.172920351335539E-6,2
S0004,3.5046032694596274E-6,3
S0004,3.2210182222932085E-6,2
S0004,5.0225720768836755E-6,1
S0004,4.127566894103362E-6,2
S0004,5.9160381277933435E-6,1
S0004,3.5750185525416556E-6,2
S0004,5.146472192470632E-6,2
S0004,3.285276977892655E-6,4
S0004,4.729752238493384E-6,2
S0004,4.732445719267014E-6,1
S0004,4.940998087739468E-6,1
S0004,4.531973793115447E-6,1
S0004,4.5281259634388335E-6,1
S0004,2.618063311967864E-6,3
S0004,7.011130453757562E-6,1
S0004,5.649768314171686E-6,1
S0004,3.2167856096489336E-6,1
S0004,6.8864607722352825E-6,1
S0004,6.3004363124870375E-6,2
S0004,5.6582335394602355E-6,1
S0004,4.3888345291454224E-6,1
S0004,3.0005375818232514E-6,2
S0004,4.3769062571479204E-6,1
S0004,4.716284834625236E-6,1
S0004,5.352331080169457E-6,1
S0004,1.4883789972108898E-5,1
S0004,4.370749729665339E-6,1
S0004,6.45704298032521E-6,1
S0004,4.683963065341683E-6,1
S0004,2.9824527823431676E-6,1
S0004,1.258240304252633E-7,6456
S0004,2.389502229177019E-7,2270
S0004,7.003050011436673E-8,9459
S0004,4.732830502234675E-8,6522
S0004,1.3390447274615177E-7,6040
S0004,2.1624802782568188E-7,2878
S0004,7.218528473327033E-7,205
S0004,4.1556560507426414E-8,4995
S0004,3.759329594051445E-7,977
S0004,1.623784123530921E-7,4280
S0004,3.8324383579071026E-7,816
S0004,4.963700282831488E-8,6819
S0004,8.057355342828787E-7,165
S0004,1.8046321183317582E-7,3718
S0004,2.786983034771199E-6,2
S0004,2.397197888530246E-7,2213
S0004,3.3630031373602487E-7,1172
S0004,2.3010021466149068E-7,2420
S0004,6.591332236039023E-7,277
S0004,3.640046874076425E-7,979
S0004,2.4587631633560626E-7,2217
S0004,3.3976336044497704E-7,1100
S0004,9.00007361359911E-7,118
S0004,2.154784618903592E-8,596
S0004,3.21293777997232E-7,1317
S0004,6.218092757407507E-7,309
S0004,3.413024923156225E-7,1106
S0004,3.1051985490271404E-7,1332
S0004,1.0581531610687282E-6,69
S0004,3.7516339346982176E-7,948
S0004,8.869247404594248E-7,141
S0004,5.714027069771132E-7,401
S0004,1.7315233544761006E-8,189
S0004,1.3475099527500675E-6,40
S0004,5.583200860766271E-7,374
S0004,7.684115864197273E-7,184
S0004,7.503267869396435E-7,188
S0004,6.65289751086484E-7,258
S0004,4.952156793801648E-7,470
S0004,2.433367487490413E-6,7
S0004,1.200907642071091E-6,48
S0004,1.1354945375686606E-6,67
S0004,1.294794686180462E-6,41
S0004,1.766538604533284E-6,11
S0004,5.256135338254119E-7,440
S0004,1.217068526712868E-6,57
S0004,9.581095894767757E-7,92
S0004,1.696123321451256E-6,17
S0004,1.8104038628466784E-6,12
S0004,1.07854665835478E-6,65
S0004,2.5076306002490548E-6,9
S0004,8.696095069146638E-7,121
S0004,2.1024541353016474E-6,10
S0004,2.757354746261275E-6,3
S0004,2.010106223062922E-6,9
S0004,1.2997968647600595E-6,42
S0004,1.0508422846831624E-6,87
S0004,1.3971469555783824E-6,47
S0004,1.304799043339657E-6,47
S0004,9.196312927106401E-7,109
S0004,2.1359302534881854E-6,7
S0004,1.3217294939167568E-6,47
S0004,1.156657600790035E-6,59
S0004,2.9747571229899405E-6,3
S0004,1.0604618588746962E-6,74
S0004,2.4433718446496087E-6,6
S0004,1.262472916896908E-6,31
S0004,1.43331655453855E-6,34
S0004,3.68121865161619E-6,1
S0004,1.0046683285637997E-6,93
S0004,2.887411389330813E-6,4
S0004,1.2844055460536053E-6,55
S0004,1.8311821431003917E-6,12
S0004,1.245157683352147E-6,65
S0004,1.1547336859517284E-6,62
S0004,2.556113254174386E-6,5
S0004,3.592718569054078E-6,7
S0004,1.3936839088694302E-6,47
S0004,2.9543636257038887E-6,5
S0004,2.5060914683784094E-6,5
S0004,1.3259621065610317E-6,48
S0004,2.830078727149271E-6,4
S0004,1.3886817302898326E-6,44
S0004,4.217990891503781E-6,2
S0004,1.3602077906828924E-6,37
S0004,3.3302965851090334E-6,2
S0004,1.707282027513435E-6,20
S0004,1.7830842721427221E-6,14
S0004,1.992790989518161E-6,12
S0004,1.964701832878882E-6,11
S0004,1.467947021628072E-6,34
S0004,1.943153986689846E-6,5
S0004,2.263293415784094E-6,5
S0004,1.898519162441129E-6,11
S0004,1.6526428461055226E-6,17
S0004,2.8404678672761274E-6,1
S0004,1.6776537390035108E-6,14
S0004,5.7894445314327575E-6,1
S0004,1.7846234040133677E-6,19
S0004,2.6045959080997165E-6,7
S0004,2.996689752146638E-6,1
S0004,2.502628421669457E-6,4
S0004,3.526535898616325E-6,3
S0004,2.0724410638240617E-6,9
S0004,2.1894150859931137E-6,14
S0004,2.3398652263487037E-6,6
S0004,5.243052717353632E-6,2
S0004,4.460019378162774E-6,1
S0004,7.507115699073049E-6,1
S0004,2.268680377331353E-6,4
S0004,1.9685496625554955E-6,12
S0004,4.444243276488658E-6,2
S0004,1.6222449916602755E-6,16
S0004,2.6561568257663383E-6,5
S0004,1.95277356088138E-6,13
S0004,3.293357420213543E-6,3
S0004,4.308414888904199E-6,2
S0004,4.5981564635532E-6,1
S0004,3.092115928126654E-6,3
S0004,2.629222018030043E-6,9
S0004,2.5842024108136647E-6,2
S0004,4.7720783649361335E-6,1
S0004,3.8347470557130705E-6,3
S0004,2.8554744030149205E-6,6
S0004,2.21673467669707E-6,6
S0004,2.219812940438361E-6,6
S0004,4.059845091794964E-6,3
S0004,2.9766810378282474E-6,2
S0004,2.7515830017463543E-6,3
S0004,2.3006173636472454E-6,8
S0004,4.7328305022346744E-6,1
S0004,3.7216208632206322E-6,2
S0004,3.3930162088378345E-6,1
S0004,3.3576161758129896E-6,1
S0004,4.916756760776803E-6,1
S0004,2.429904440781461E-6,3
S0004,2.5907437212639076E-6,3
S0004,2.2617542839134488E-6,9
S0004,3.2537247745444234E-6,1
S0004,4.812865359508237E-6,2
S0004,2.425287045169525E-6,2
S0004,2.571889355848501E-6,5
S0004,2.8243069826343505E-6,2
S0004,2.796602608962733E-6,4
S0004,7.171200168304686E-6,1
S0004,4.79978273860775E-6,1
S0004,5.216887475552661E-6,1
S0004,4.10409513307602E-6,1
S0004,5.620140025661761E-6,1
S0004,3.1140485572833516E-6,4
S0004,3.797423107849919E-6,2
S0004,9.237869487613827E-6,1
S0004,2.9993832329202676E-6,2
S0004,5.593974783860789E-6,1
S0004,2.0324236351872808E-6,5
S0004,3.1717660024325547E-6,2
S0004,3.7793383083698354E-6,1
S0004,4.137571251262557E-6,3
S0004,5.33886367630131E-6,1
S0004,3.128670310054483E-6,3
S0004,3.4992163079123687E-6,3
S0004,2.3098521548711183E-6,8
S0004,5.031422085139887E-6,1
S0004,6.720234530205577E-6,1
S0004,3.6065707558898867E-6,1
S0004,5.709409674159196E-6,1
S0004,3.483440206238253E-6,1
S0004,3.4257227610890494E-6,3
S0004,3.0274723895595465E-6,4
S0004,2.9585962383481636E-6,1
S0004,5.6005160943110315E-6,1
S0004,4.0879342484342425E-6,1
S0004,2.862785279400486E-6,4
S0004,3.016313683497367E-6,2
S0004,3.294126986148866E-6,2
S0004,3.5511620085466516E-6,1
S0004,4.185669122220227E-6,1
S0004,3.5207641541014043E-6,1
S0004,4.954850274575277E-6,1
S0004,3.28104436524838E-6,2
S0004,4.2749387707176615E-6,1
S0004,2.538028454694302E-6,1
S0004,8.29361208497286E-6,1
S0004,6.630964881708142E-6,1
S0004,5.9087272514077775E-6,1
S0004,3.014774551626722E-6,3
S0004,9.512989309491697E-6,1
