sampleid,norm_cnt,cnt_norm_cnt
S0002,3.516269089306149E-6,1
S0002,3.734096560246223E-6,1
S0002,3.0111079458724738E-6,2
S0002,2.4333376454587735E-6,1
S0002,4.229638541857759E-6,1
S0002,2.1726893896330444E-6,1
S0002,2.306737064057705E-6,3
S0002,3.180219016616548E-6,1
S0002,2.583210392558568E-6,1
S0002,2.8565807656329342E-6,1
S0002,3.4464525922099718E-6,1
S0002,3.3887376212771317E-6,1
S0002,1.9269353198544996E-6,1
S0002,4.79685879382137E-6,1
S0002,2.9049868702862837E-6,1
S0002,4.056183333516589E-6,1
S0002,4.309694791861376E-6,1
S0002,2.2425058867292218E-6,1
S0002,3.254689946852471E-6,1
S0002,2.450403900304506E-6,1
S0002,2.618584084420631E-6,1
S0002,3.05330813967283E-6,1
S0002,5.104361676587201E-6,1
S0002,2.17672323168749E-6,1
S0002,3.1858043363842422E-6,1
S0002,4.7537277133930646E-7,487
S0002,8.790672723265373E-7,88
S0002,2.715085998184681E-7,2408
S0002,1.4273594961885182E-7,5672
S0002,2.587864825698313E-7,2513
S0002,5.0888468994547165E-8,1706
S0002,8.284890988746398E-8,4569
S0002,1.3932269864970535E-7,5618
S0002,4.877845930452935E-7,458
S0002,1.750066860544183E-7,4801
S0002,6.007321705697763E-7,241
S0002,2.68715939934621E-7,2396
S0002,8.592083575969579E-7,90
S0002,9.454705184535683E-7,49
S0002,1.5297570252629117E-7,5406
S0002,3.025381540834359E-7,1826
S0002,3.6025312501627597E-7,1207
S0002,6.044557170815724E-7,236
S0002,3.7607819769140953E-7,1047
S0002,6.392088178583364E-8,3042
S0002,7.394342781341823E-7,133
S0002,6.283484738655976E-7,210
S0002,5.293641957603503E-7,384
S0002,5.901821221196873E-7,255
S0002,3.959371124209889E-7,880
S0002,8.638627907367031E-7,83
S0002,7.248503876296474E-7,130
S0002,4.744418847113574E-7,532
S0002,3.974885901342373E-7,878
S0002,5.638070009944646E-7,315
S0002,1.0885167636150698E-6,41
S0002,6.119028101051647E-7,226
S0002,3.1463968024677334E-6,2
S0002,5.839762112666937E-7,288
S0002,4.049356831578296E-7,870
S0002,7.478122577857236E-7,139
S0002,4.251048934300586E-7,703
S0002,5.306053779309491E-7,414
S0002,7.177135901487049E-7,141
S0002,1.1648494671068905E-6,28
S0002,1.2061187742792978E-6,22
S0002,1.9039734496984232E-6,3
S0002,7.158518168928067E-7,149
S0002,2.7427023014805025E-6,1
S0002,2.091391957458829E-6,3
S0002,7.983904312376211E-7,120
S0002,1.1496449855170564E-6,29
S0002,8.567259932557605E-7,86
S0002,1.1294757752448273E-6,32
S0002,1.4431845688636517E-6,14
S0002,1.3401664487039586E-6,21
S0002,1.1583332607112474E-6,33
S0002,1.5229305233246187E-6,16
S0002,9.941869186495679E-7,47
S0002,1.0245958818292362E-6,42
S0002,4.68142885195569E-6,1
S0002,8.120434351142069E-7,93
S0002,1.490039195803753E-6,10
S0002,1.4943833334008484E-6,11
S0002,2.31139149719745E-6,2
S0002,1.6318442587946558E-6,12
S0002,2.531391036936072E-6,3
S0002,1.0559357316368536E-6,42
S0002,1.648910513640388E-6,8
S0002,1.3566121124643915E-6,13
S0002,2.238161749132126E-6,2
S0002,1.1930863614880113E-6,28
S0002,1.8409834545405387E-6,9
S0002,1.0897579457856685E-6,42
S0002,1.4788685562683646E-6,9
S0002,1.8267098595786534E-6,10
S0002,2.1205597384678984E-6,2
S0002,2.9450149952880925E-6,2
S0002,1.0456959787294144E-6,31
S0002,1.6039176599561848E-6,8
S0002,8.492789002321682E-7,74
S0002,1.2669367006386347E-6,11
S0002,1.3448208818437038E-6,18
S0002,9.221983527548425E-7,57
S0002,1.5272746609217143E-6,7
S0002,1.4211535853355245E-6,10
S0002,2.5856927568997655E-6,3
S0002,2.8429277617563485E-6,1
S0002,1.8450172965949845E-6,5
S0002,1.3482341328128503E-6,9
S0002,1.728035877016056E-6,9
S0002,1.5955396803046434E-6,10
S0002,1.99364886152418E-6,2
S0002,1.8369496124860928E-6,4
S0002,1.9461736434987795E-6,6
S0002,7.71580896352689E-6,1
S0002,1.5480644622792427E-6,7
S0002,1.4704905766168232E-6,11
S0002,1.7320697190705018E-6,4
S0002,2.177654118315439E-6,4
S0002,2.0575697433100137E-6,3
S0002,2.3282715747175926E-5,1
S0002,1.4515625485151928E-6,12
S0002,2.50439532472555E-6,3
S0002,2.0885992975749817E-6,3
S0002,1.3761607316513211E-6,18
S0002,4.60416526183592E-6,1
S0002,1.3966402374662E-6,12
S0002,2.4938452762754607E-6,2
S0002,2.425580256892532E-6,3
S0002,2.156554021415261E-6,3
S0002,6.208082921792105E-6,1
S0002,2.3759329700685834E-6,1
S0002,2.9059177569142328E-6,2
S0002,1.4552860950269891E-6,7
S0002,4.171302979839619E-6,1
S0002,2.8292747578797627E-6,1
S0002,1.8661173934951624E-6,2
S0002,2.224198449712891E-6,2
S0002,5.060920300616246E-6,1
S0002,2.024368120246498E-6,2
S0002,2.6282032462427713E-6,1
S0002,2.5760735950776253E-6,4
S0002,2.42744203014843E-6,2
S0002,2.3098400194842016E-6,1
S0002,1.7987832607401824E-6,4
S0002,2.3312504119270295E-6,1
S0002,4.644813977923027E-6,1
S0002,3.1913896561519368E-6,2
S0002,2.0054400921448677E-6,1
S0002,4.235223861625453E-6,1
S0002,1.9747208334225496E-6,1
S0002,2.663266642562185E-6,2
S0002,3.0191756299813654E-6,1
S0002,2.5490778828671033E-6,2
S0002,2.5074982801520465E-6,1
S0002,3.2326589633243436E-6,1
S0002,3.0554802084713776E-6,2
S0002,4.415195276362266E-6,1
S0002,2.312322383825399E-6,2
S0002,2.251814753008712E-6,2
S0002,2.2533662307219605E-6,1
S0002,1.93593389059134E-6,3
S0002,1.9076969962102193E-6,1
S0002,2.8205864826855716E-6,2
S0002,3.1138157704895173E-6,1
S0002,2.7790068799705147E-6,1
S0002,3.6683139052044916E-6,1
S0002,2.328147456500533E-6,1
S0002,2.547526405153855E-6,1
S0002,1.247388081451705E-7,5703
S0002,4.251048934300586E-8,1009
S0002,2.4420259206529646E-7,2949
S0002,3.459795300543908E-7,1345
S0002,4.958522771541852E-7,447
S0002,3.2581031978216173E-7,1497
S0002,1.4686288033609252E-6,11
S0002,3.261206153248114E-7,1522
S0002,2.9353958334659523E-7,1938
S0002,1.0798284884208789E-7,5557
S0002,2.808174660979584E-7,2253
S0002,1.1108580426858467E-7,5651
S0002,6.814090116586925E-7,162
S0002,1.864876211324564E-7,4496
S0002,2.4327170543734743E-7,2873
S0002,3.79491448660556E-7,1004
S0002,9.960486919054659E-8,5393
S0002,6.537927083628713E-7,213
S0002,2.1069067345913124E-7,3677
S0002,9.510558382212626E-7,62
S0002,3.8755913276944763E-7,912
S0002,5.358804021559936E-7,367
S0002,6.86684035883737E-7,165
S0002,1.973479651251951E-7,4228
S0002,5.647378876224137E-8,2368
S0002,4.3069021319775284E-7,691
S0002,6.910281734808325E-7,166
S0002,6.873046269690364E-7,193
S0002,2.3120120882827496E-6,1
S0002,5.681511385915601E-7,279
S0002,4.5334178781117935E-7,541
S0002,4.077283430416767E-7,826
S0002,6.323823159200435E-7,232
S0002,6.351749758038905E-7,195
S0002,1.131647844043375E-6,21
S0002,2.2890502181266732E-6,4
S0002,9.513661337639122E-7,45
S0002,2.969528343157417E-6,1
S0002,1.054694549466255E-6,29
S0002,1.2430439438546095E-6,25
S0002,5.935953730888337E-7,267
S0002,9.398851986858742E-7,64
S0002,1.2275291667221255E-6,25
S0002,1.0298709060542808E-6,41
S0002,1.0577975048927517E-6,26
S0002,1.1058933140034518E-6,37
S0002,1.1977407946277564E-6,28
S0002,1.2573175388164946E-6,19
S0002,6.624809835570622E-7,188
S0002,1.8751159642320031E-6,4
S0002,7.962183624390733E-7,110
S0002,9.411263808564729E-7,49
S0002,8.483480136042192E-7,92
S0002,1.0059781492702556E-6,40
S0002,6.966134932485267E-7,174
S0002,7.754285610815449E-7,115
S0002,1.8167804022138637E-6,11
S0002,8.787569767838877E-7,59
S0002,1.732690310155801E-6,11
S0002,7.834962451904365E-7,120
S0002,6.913384690234822E-7,156
S0002,1.0841726260179744E-6,34
S0002,9.395749031432245E-7,52
S0002,1.3662312742865314E-6,11
S0002,2.096977277226523E-6,5
S0002,7.264018653428958E-7,109
S0002,1.6067103198400319E-6,11
S0002,9.51676429306562E-7,64
S0002,1.233735077575119E-6,27
S0002,9.687426841522942E-7,54
S0002,2.1956512597891204E-6,5
S0002,1.0590386870633504E-6,32
S0002,1.7463433140323868E-6,9
S0002,2.265157461342648E-8,29
S0002,1.8862866037673916E-6,7
S0002,1.83974227236994E-6,5
S0002,8.455553537203721E-7,86
S0002,1.5071054506494852E-6,8
S0002,1.6939033673245913E-6,12
S0002,2.2415750001012727E-6,3
S0002,2.287498740413425E-6,4
S0002,2.0944949128853254E-6,2
S0002,1.3736783673101238E-6,19
S0002,1.7103490310850242E-6,9
S0002,1.0264576550851343E-6,51
S0002,1.411844719056034E-6,18
S0002,1.1726068556731326E-6,28
S0002,1.4506316618872438E-6,11
S0002,1.7053843024026293E-6,6
S0002,1.7534801115133295E-6,5
S0002,1.7755110950414566E-6,6
S0002,1.1946378392012596E-6,35
S0002,1.599883817901739E-6,4
S0002,2.245298546613069E-6,4
S0002,1.2517322190488004E-6,17
S0002,2.2313352471938335E-6,1
S0002,1.3708857074262767E-6,12
S0002,1.8192627665550612E-6,5
S0002,1.5036921996803388E-6,13
S0002,2.0867375243190833E-6,4
S0002,3.05299784413018E-6,1
S0002,1.1291654797021776E-6,22
S0002,1.828261337291902E-6,8
S0002,2.5487675873244538E-6,2
S0002,2.1196288518399494E-6,4
S0002,2.083324273349937E-6,8
S0002,2.2099248547510056E-6,3
S0002,1.870461531092258E-6,9
S0002,1.9086278828381683E-6,4
S0002,1.744171245233839E-6,11
S0002,4.103968847084639E-6,2
S0002,2.3070473596003546E-6,2
S0002,2.0451579216040265E-6,5
S0002,3.4461422966673222E-6,1
S0002,2.8978500728053415E-6,1
S0002,3.0765803053715556E-6,1
S0002,2.301151744290011E-6,1
S0002,2.193168895447923E-6,3
S0002,2.1484863373063694E-6,6
S0002,2.0693609739307014E-6,3
S0002,3.799568919745305E-6,1
S0002,1.943691279157582E-6,4
S0002,1.5899543605369493E-6,7
S0002,2.091081661916179E-6,5
S0002,2.1050449613354146E-6,5
S0002,4.296972674612739E-6,1
S0002,1.9672737403989574E-6,2
S0002,2.697709447796299E-6,1
S0002,2.4389229652264676E-6,3
S0002,1.872323304348156E-6,3
S0002,2.4131684351865446E-6,1
S0002,5.114601429494639E-6,1
S0002,1.7541007025986288E-6,4
S0002,2.7917289972191515E-6,1
S0002,2.2058910126965596E-6,1
S0002,2.5770044817055743E-6,2
S0002,1.6997989826349352E-6,7
S0002,2.1733099807183434E-6,4
S0002,2.6818843751211654E-6,1
S0002,3.2661708819305088E-6,2
S0002,8.665313324034904E-6,1
S0002,2.7014329943080952E-6,3
S0002,2.097597868311822E-6,2
S0002,7.382861846263785E-6,1
S0002,2.819345300514973E-6,2
S0002,3.641628488536619E-6,1
S0002,2.7175683625258785E-6,1
S0002,4.12227628410097E-6,1
S0002,2.288119331498724E-6,2
S0002,6.747686870459895E-6,1
S0002,2.3619696706493476E-6,1
S0002,2.300220857662062E-6,1
S0002,3.0365521803697473E-6,1
S0002,2.412858139643895E-6,1
S0002,5.239340237639811E-6,1
S0002,3.1203319768851604E-6,1
S0002,2.647751865429701E-6,1
S0002,2.324113614446087E-6,1
S0002,2.786453972994107E-6,1
S0002,3.2779621125511965E-6,1
S0002,1.9294176841956967E-6,1
S0002,4.360272965313273E-6,1
S0002,1.2411821705987114E-7,5860
S0002,7.326077761958894E-7,142
S0002,1.9424500969869832E-7,4372
S0002,7.043708818147687E-8,3735
S0002,1.4521831396004924E-7,5569
S0002,1.036387112449924E-7,5541
S0002,1.2691087694371823E-7,5730
S0002,1.7035225291467314E-7,5069
S0002,3.289132752086585E-7,1437
S0002,5.771497093284008E-8,2470
S0002,1.7128313954262216E-7,4939
S0002,5.430171996369362E-8,2169
S0002,9.588132267875045E-8,5169
S0002,2.2713633721956418E-7,3330
S0002,2.9447046997454425E-7,1986
S0002,4.4899765021408383E-7,603
S0002,2.336525436152074E-7,3081
S0002,2.4265111435204805E-7,2871
S0002,3.248794331542127E-7,1482
S0002,6.776854651468964E-7,162
S0002,5.023684835498284E-7,446
S0002,1.1117889293137957E-6,41
S0002,4.036945009872309E-7,768
S0002,3.403942102866966E-7,1318
S0002,3.6211489827217406E-7,1090
S0002,4.4186085273314125E-7,624
S0002,1.3199972384317295E-6,20
S0002,7.658093992594049E-7,139
S0002,4.393784883919438E-7,654
S0002,6.66514825611508E-7,160
S0002,7.009576308456222E-7,149
S0002,4.173475048638167E-7,796
S0002,5.116773498293187E-7,390
S0002,1.035456225821975E-6,35
S0002,9.274733769798871E-7,71
S0002,8.927202762031232E-7,70
S0002,5.036096657204271E-7,432
S0002,1.527584956464364E-6,6
S0002,5.178832606823124E-7,432
S0002,7.068532461559662E-7,144
S0002,6.730310320071513E-7,198
S0002,7.636373304608572E-7,122
S0002,6.928899467367306E-7,169
S0002,8.182493459672005E-7,102
S0002,7.174032946060551E-7,145
S0002,7.630167393755578E-7,126
S0002,7.198856589472526E-7,148
S0002,9.215777616695432E-7,58
S0002,5.057817345189749E-7,431
S0002,6.041454215389228E-7,215
S0002,1.0733122820252357E-6,42
S0002,1.1632979893936422E-6,26
S0002,5.380524709545414E-7,358
S0002,8.05216933175914E-7,99
S0002,6.258661095244002E-7,206
S0002,1.0416621366749686E-6,44
S0002,1.307895712268392E-6,10
S0002,5.048508478910259E-7,451
S0002,7.111973837530616E-7,142
S0002,2.3210106590195903E-6,1
S0002,2.256469186148457E-6,2
S0002,1.1822260174952726E-6,19
S0002,1.139405232609617E-6,33
S0002,8.939614583737218E-7,71
S0002,1.071140213226688E-6,25
S0002,8.868246608927793E-7,80
S0002,1.083552034932675E-6,32
S0002,8.064581153465127E-7,112
S0002,8.306611676731876E-7,88
S0002,8.623113130234547E-7,57
S0002,5.734261628166047E-7,290
S0002,6.84822262627839E-7,172
S0002,1.0528327762103568E-6,38
S0002,1.5164143169289756E-6,13
S0002,6.48207388595177E-7,198
S0002,1.1921554748600623E-6,29
S0002,1.142197892493464E-6,24
S0002,1.0736225775678852E-6,41
S0002,1.9682046270269064E-6,4
S0002,1.0993771076078085E-6,35
S0002,1.8639453246966149E-6,2
S0002,9.048218023664605E-7,67
S0002,1.2719014293210296E-6,16
S0002,4.02608466587957E-6,1
S0002,1.3181354651758315E-6,18
S0002,1.5517880087910388E-6,11
S0002,1.0928609012121653E-6,33
S0002,1.3981917151794483E-6,9
S0002,1.5142422481304278E-6,11
S0002,1.846258478765583E-6,5
S0002,5.0177892201879404E-6,1
S0002,1.4779376696404156E-6,16
S0002,1.404397626032442E-6,17
S0002,2.0355387597818867E-6,1
S0002,2.332801889640278E-6,2
S0002,2.0116460029978613E-6,4
S0002,1.2504910368782017E-6,24
S0002,1.5856102229398537E-6,2
S0002,1.6554267200360313E-6,8
S0002,1.8074715359343735E-6,4
S0002,1.7848199613209469E-6,6
S0002,2.0547770834261666E-6,4
S0002,1.6535649467801333E-6,9
S0002,1.4956245155714472E-6,12
S0002,1.921350000086805E-6,3
S0002,1.4407022045224541E-6,11
S0002,1.692351889611343E-6,7
S0002,1.6582193799198784E-6,6
S0002,1.9433809836149324E-6,3
S0002,3.5863958819449765E-6,1
S0002,1.3563018169217417E-6,14
S0002,1.6169500727474713E-6,10
S0002,1.9750311289651995E-6,7
S0002,2.952151792769035E-6,1
S0002,1.4462875242901485E-6,10
S0002,1.8189524710124115E-6,2
S0002,2.7985554991574446E-6,1
S0002,1.927245615397149E-6,5
S0002,1.7575139535677753E-6,5
S0002,2.612998764652937E-6,2
S0002,1.966963444856308E-6,2
S0002,1.034525339194026E-5,1
S0002,1.8341569526022458E-6,6
S0002,2.9772857317236587E-6,2
S0002,2.0864272287764337E-6,1
S0002,1.6693900194552668E-6,2
S0002,2.024678415789148E-6,5
S0002,1.96510167160041E-6,6
S0002,2.118077374126701E-6,2
S0002,3.93951220948031E-6,1
S0002,2.770008309233674E-6,2
S0002,2.9726312985839136E-6,1
S0002,3.5479192346564163E-6,1
S0002,1.8959057655895315E-6,3
S0002,1.8263995640360037E-6,11
S0002,1.9989238857492245E-6,4
S0002,2.298359084406164E-6,2
S0002,4.963487500224247E-6,1
S0002,1.8900101502791877E-6,3
S0002,2.5251851260830783E-6,1
S0002,1.866737984580462E-6,3
S0002,2.807864365436935E-6,1
S0002,3.184252858670994E-6,2
S0002,1.9623090117165628E-6,4
S0002,2.1320406735459366E-6,2
S0002,6.516206395643235E-9,1
S0002,3.705549370322453E-6,1
S0002,2.3700373547582393E-6,1
S0002,2.9661150921882704E-6,1
S0002,2.8810941135022587E-6,1
S0002,2.203718943898012E-6,1
S0002,2.558076453603944E-6,4
S0002,1.8934234012483342E-6,3
S0002,1.7550315892265778E-6,4
S0002,2.1885144623081777E-6,1
S0002,2.938809084435099E-6,3
S0002,5.146872165930206E-6,1
S0002,1.9154543847764614E-6,2
S0002,3.1386394139014913E-6,1
S0002,2.3920683382863667E-6,1
S0002,2.455368628986901E-6,1
S0002,2.267329530141196E-6,2
S0002,4.04532298952385E-6,2
S0002,3.5190617491899962E-6,1
S0002,3.421318653255348E-6,1
S0002,2.055397674511466E-6,3
S0002,3.729442127106478E-6,1
S0002,3.562813420703601E-6,1
