lat,lon
60.40530,349.01709
64.00010,325.75009
62.34510,324.00189
60.42730,322.09009
58.60220,320.29309
54.06340,314.16479
51.82090,314.26849
49.72200,317.55310
47.80000,320.60049
46.31190,320.34161
44.84230,317.46851
39.50670,311.92441
37.53450,309.21811
36.20510,306.70898
34.33070,304.57550
33.43340,301.94980
32.55140,298.89890
